patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2,69,78,347,1,50,100,445
0,500,4,372,338,339,338,0,0,0,0
1,0,34980,575,3899,12693,69301,1,50,100,433
1,500,6460,5235,4921,4935,5164,0,0,0,0
2,0,4494,244,1668,3051,12014,1,50,100,377
2,500,4512,4791,4800,4806,4804,0,0,0,0
3,0,89,311,1864,3321,12746,1,50,100,349
3,500,140,10778,8818,7065,5686,0,0,0,0
4,0,135,606,4623,7430,18301,1,50,100,400
4,500,87,4758,4783,4758,4759,0,0,0,0
5,0,90,351,2051,3602,10844,1,50,100,333
5,500,89,4856,4817,5056,4773,0,0,0,0
6,0,90,281,2097,3923,13906,1,50,100,405
6,500,84,4796,4797,4800,5544,0,0,0,0
7,0,83,309,2214,4128,12479,1,50,100,405
7,500,89,4801,4789,4794,4797,0,0,0,0
8,0,90,301,2191,4262,12419,1,50,100,402
8,500,81,4782,4794,4776,4822,0,0,0,0
9,0,89,321,2186,4128,12328,1,50,100,410
9,500,89,4775,4773,4779,4783,0,0,0,0
