versionstart,versionend,ms
0,0,7.408163265306123
0,1,5.877551020408164
0,2,5.632653061224491
0,3,5.224489795918368
0,4,5.428571428571429
0,5,5.081632653061225
0,6,5.122448979591836
0,7,5.224489795918368
0,8,5.122448979591836
0,9,5.122448979591836
0,10,5.142857142857143
0,11,4.959183673469388
0,12,5.0
0,13,4.979591836734694
0,14,4.959183673469388
0,15,5.020408163265306
0,16,4.8979591836734695
0,17,4.938775510204081
0,18,5.346938775510204
0,19,4.979591836734694
0,20,5.0
0,21,5.020408163265306
0,22,4.959183673469388
0,23,4.938775510204081
0,24,5.020408163265306
0,25,5.040816326530612
0,26,5.0
0,27,4.979591836734694
0,28,5.0
0,29,5.040816326530612
0,30,4.938775510204081
0,31,5.122448979591836
0,32,5.448979591836735
0,33,5.0
0,34,5.0
0,35,4.918367346938775
0,36,5.061224489795919
0,37,5.122448979591836
0,38,5.040816326530612
0,39,5.061224489795919
0,40,4.877551020408164
0,41,5.040816326530612
0,42,5.020408163265306
0,43,4.979591836734694
0,44,5.020408163265306
0,45,5.1020408163265305
0,46,5.4897959183673475
0,47,5.1020408163265305
0,48,5.163265306122449
0,49,5.204081632653061
0,50,5.346938775510204
0,51,5.1020408163265305
0,52,5.183673469387755
0,53,5.204081632653061
0,54,5.224489795918367
0,55,5.224489795918367
0,56,5.204081632653061
0,57,5.530612244897959
0,58,5.122448979591836
0,59,5.326530612244898
0,60,5.326530612244898
0,61,5.346938775510204
0,62,5.244897959183674
0,63,5.224489795918367
0,64,5.3061224489795915
0,65,5.26530612244898
0,66,5.285714285714286
0,67,5.285714285714286
0,68,5.26530612244898
0,69,5.285714285714286
0,70,5.285714285714286
0,71,5.204081632653061
0,72,5.26530612244898
0,73,5.285714285714286
0,74,5.244897959183674
0,75,5.285714285714286
0,76,5.3061224489795915
0,77,5.36734693877551
0,78,5.36734693877551
0,79,5.36734693877551
0,80,5.244897959183674
0,81,5.346938775510204
0,82,5.285714285714286
0,83,5.346938775510204
0,84,6.775510204081632
0,85,5.428571428571429
0,86,5.387755102040816
0,87,5.510204081632653
0,88,5.469387755102041
0,89,5.408163265306122
0,90,5.36734693877551
0,91,5.530612244897959
0,92,5.408163265306122
0,93,5.469387755102041
0,94,5.408163265306122
0,95,5.387755102040816
0,96,5.551020408163265
0,97,5.469387755102041
0,98,5.448979591836735
0,99,5.36734693877551
0,100,5.63265306122449
0,101,5.326530612244898
0,102,5.387755102040816
0,103,5.448979591836735
0,104,5.428571428571429
0,105,5.428571428571429
0,106,5.857142857142857
0,107,5.428571428571429
0,108,5.36734693877551
0,109,5.63265306122449
0,110,5.346938775510204
0,111,5.387755102040816
0,112,5.4897959183673475
0,113,5.408163265306122
0,114,5.387755102040816
0,115,5.448979591836735
0,116,5.326530612244898
0,117,5.469387755102041
0,118,5.795918367346939
0,119,5.857142857142857
0,120,5.469387755102041
0,121,5.408163265306122
0,122,5.489795918367347
0,123,5.448979591836735
0,124,5.469387755102041
0,125,5.73469387755102
0,126,5.530612244897959
0,127,5.36734693877551
0,128,5.448979591836735
0,129,5.571428571428571
0,130,5.448979591836735
0,131,5.387755102040816
0,132,5.387755102040816
0,133,5.408163265306122
0,134,5.428571428571429
0,135,5.428571428571429
0,136,5.387755102040816
0,137,5.3061224489795915
0,138,5.428571428571429
0,139,5.428571428571429
0,140,5.4897959183673475
0,141,5.755102040816327
0,142,5.63265306122449
0,143,5.551020408163265
0,144,5.73469387755102
0,145,5.510204081632653
0,146,5.469387755102041
0,147,5.510204081632653
0,148,5.551020408163265
0,149,5.571428571428571
0,150,5.510204081632653
0,151,5.530612244897959
0,152,5.428571428571429
0,153,5.428571428571429
0,154,5.469387755102041
0,155,5.489795918367347
0,156,5.489795918367347
0,157,5.510204081632653
0,158,5.428571428571429
0,159,5.346938775510204
0,160,5.387755102040816
0,161,5.428571428571429
0,162,5.408163265306122
0,163,5.36734693877551
0,164,5.469387755102041
0,165,5.36734693877551
0,166,5.73469387755102
0,167,5.346938775510204
0,168,5.326530612244898
0,169,5.428571428571429
0,170,5.387755102040816
0,171,5.285714285714286
0,172,5.346938775510204
0,173,5.469387755102041
0,174,5.387755102040816
0,175,5.26530612244898
0,176,5.489795918367347
0,177,5.387755102040816
0,178,5.428571428571429
0,179,5.326530612244898
0,180,5.408163265306122
0,181,5.285714285714286
0,182,5.489795918367347
0,183,5.36734693877551
0,184,5.326530612244898
0,185,5.428571428571429
0,186,5.326530612244898
0,187,5.387755102040816
0,188,5.36734693877551
0,189,5.469387755102041
0,190,5.36734693877551
0,191,5.551020408163265
0,192,5.469387755102041
0,193,5.428571428571429
0,194,5.448979591836735
0,195,5.448979591836735
0,196,5.63265306122449
0,197,5.387755102040816
0,198,5.530612244897959
0,199,5.551020408163265
0,200,5.551020408163265
0,201,5.387755102040816
0,202,5.448979591836735
0,203,5.673469387755102
0,204,5.448979591836735
0,205,5.448979591836735
0,206,5.448979591836735
0,207,5.571428571428571
0,208,5.571428571428571
0,209,5.591836734693878
0,210,5.510204081632653
0,211,5.653061224489796
0,212,5.551020408163265
0,213,5.612244897959184
0,214,5.591836734693878
0,215,5.469387755102041
0,216,5.408163265306122
0,217,5.489795918367347
0,218,5.571428571428571
0,219,5.448979591836735
0,220,5.73469387755102
0,221,5.551020408163265
0,222,5.510204081632653
0,223,5.551020408163265
0,224,5.469387755102041
0,225,5.510204081632653
0,226,5.448979591836735
0,227,5.857142857142857
0,228,5.571428571428571
0,229,5.428571428571429
0,230,5.612244897959184
0,231,5.489795918367347
0,232,5.530612244897959
0,233,5.612244897959184
0,234,5.489795918367347
0,235,5.571428571428571
0,236,5.591836734693878
0,237,5.6938775510204085
0,238,5.571428571428571
0,239,5.551020408163265
0,240,5.653061224489796
0,241,5.571428571428571
0,242,5.551020408163265
0,243,5.571428571428571
0,244,5.63265306122449
0,245,5.63265306122449
0,246,5.73469387755102
0,247,5.571428571428571
0,248,5.612244897959184
0,249,5.612244897959184
0,250,5.489795918367347
0,251,5.673469387755102
0,252,5.653061224489796
0,253,5.510204081632653
0,254,5.73469387755102
0,255,5.673469387755102
0,256,5.571428571428571
0,257,5.612244897959184
0,258,5.612244897959184
0,259,5.673469387755102
0,260,5.530612244897959
0,261,5.510204081632653
0,262,6.020408163265307
0,263,5.551020408163265
0,264,5.571428571428571
0,265,5.530612244897959
0,266,5.448979591836735
0,267,5.591836734693878
0,268,5.775510204081632
0,269,5.755102040816327
0,270,5.63265306122449
0,271,5.551020408163265
0,272,5.673469387755102
0,273,5.714285714285714
0,274,5.714285714285714
0,275,5.714285714285714
0,276,6.020408163265306
0,277,5.714285714285714
0,278,5.63265306122449
0,279,5.551020408163265
0,280,5.63265306122449
0,281,5.73469387755102
0,282,5.571428571428571
0,283,5.469387755102041
0,284,5.6938775510204085
0,285,5.591836734693878
0,286,5.571428571428571
0,287,5.551020408163265
0,288,5.571428571428571
0,289,5.571428571428571
0,290,5.612244897959184
0,291,5.63265306122449
0,292,5.938775510204081
0,293,5.612244897959184
0,294,5.63265306122449
0,295,5.551020408163265
0,296,5.673469387755102
0,297,5.591836734693878
0,298,5.469387755102041
0,299,5.836734693877551
0,300,5.530612244897959
0,301,5.63265306122449
0,302,5.6938775510204085
0,303,5.673469387755102
0,304,5.857142857142857
0,305,5.714285714285714
0,306,5.63265306122449
0,307,5.551020408163265
0,308,5.63265306122449
0,309,5.73469387755102
0,310,5.63265306122449
0,311,5.591836734693878
0,312,5.6938775510204085
0,313,5.612244897959184
0,314,5.612244897959184
0,315,5.591836734693878
0,316,5.653061224489796
0,317,5.530612244897959
0,318,5.653061224489796
0,319,5.73469387755102
0,320,5.653061224489796
0,321,5.612244897959184
0,322,5.795918367346939
0,323,5.673469387755102
0,324,5.6938775510204085
0,325,5.653061224489796
0,326,5.755102040816326
0,327,5.551020408163265
0,328,5.775510204081633
0,329,5.836734693877551
0,330,5.63265306122449
0,331,5.755102040816326
0,332,5.653061224489796
0,333,5.653061224489796
0,334,5.714285714285714
0,335,5.73469387755102
0,336,5.714285714285714
0,337,5.551020408163265
0,338,5.653061224489796
0,339,5.959183673469388
0,340,5.673469387755102
0,341,5.73469387755102
0,342,5.551020408163265
0,343,5.775510204081633
0,344,5.755102040816326
0,345,5.63265306122449
0,346,5.63265306122449
0,347,5.795918367346939
0,348,5.571428571428571
0,349,5.714285714285714
0,350,5.653061224489796
0,351,5.755102040816326
0,352,5.653061224489796
0,353,5.714285714285714
0,354,5.612244897959184
0,355,5.653061224489796
0,356,6.0
0,357,5.795918367346939
0,358,5.795918367346939
0,359,5.857142857142857
0,360,5.795918367346939
0,361,5.816326530612245
0,362,5.877551020408164
0,363,5.6938775510204085
0,364,5.959183673469388
0,365,5.551020408163265
0,366,5.918367346938775
0,367,5.755102040816326
0,368,5.73469387755102
0,369,5.877551020408164
0,370,5.612244897959184
0,371,5.857142857142857
0,372,5.653061224489796
0,373,6.387755102040816
0,374,5.63265306122449
0,375,5.918367346938775
0,376,5.6938775510204085
0,377,6.1020408163265305
0,378,5.6938775510204085
0,379,5.8979591836734695
0,380,5.816326530612245
0,381,5.73469387755102
0,382,5.857142857142857
0,383,5.73469387755102
0,384,5.836734693877551
0,385,5.857142857142857
0,386,5.8979591836734695
0,387,5.938775510204081
0,388,5.775510204081633
0,389,5.816326530612245
0,390,5.816326530612245
0,391,5.857142857142857
0,392,5.73469387755102
0,393,5.816326530612245
0,394,5.795918367346939
0,395,5.836734693877551
0,396,5.816326530612245
0,397,5.836734693877551
0,398,5.755102040816326
0,399,5.857142857142857
0,400,5.775510204081633
0,401,5.795918367346939
0,402,5.857142857142857
0,403,5.755102040816326
0,404,5.877551020408164
0,405,5.653061224489796
0,406,5.795918367346939
0,407,5.857142857142857
0,408,5.653061224489796
0,409,5.918367346938775
0,410,5.755102040816326
0,411,6.36734693877551
0,412,5.857142857142857
0,413,6.081632653061225
0,414,6.204081632653061
0,415,5.959183673469388
0,416,5.836734693877551
0,417,6.020408163265306
0,418,6.020408163265306
0,419,5.959183673469388
0,420,5.836734693877551
0,421,5.8979591836734695
0,422,5.938775510204081
0,423,5.795918367346939
0,424,5.8979591836734695
0,425,5.816326530612245
0,426,5.836734693877551
0,427,5.857142857142857
0,428,5.6938775510204085
0,429,5.918367346938775
0,430,5.775510204081633
0,431,5.857142857142857
0,432,5.857142857142857
0,433,5.755102040816326
0,434,6.285714285714286
0,435,5.714285714285714
0,436,5.795918367346939
0,437,5.877551020408164
0,438,5.6938775510204085
0,439,5.836734693877551
0,440,5.755102040816326
0,441,5.857142857142857
0,442,5.755102040816326
0,443,5.8979591836734695
0,444,5.714285714285714
0,445,5.816326530612245
0,446,5.653061224489796
0,447,6.040816326530612
0,448,5.8979591836734695
0,449,5.795918367346939
0,450,5.775510204081633
0,451,5.8979591836734695
0,452,6.387755102040816
0,453,6.244897959183673
0,454,6.040816326530612
0,455,6.020408163265306
0,456,6.0
0,457,6.183673469387755
0,458,5.979591836734693
0,459,6.020408163265306
0,460,5.877551020408164
0,461,5.8979591836734695
0,462,5.8979591836734695
0,463,5.918367346938775
0,464,5.836734693877551
0,465,5.918367346938775
0,466,5.979591836734694
0,467,5.857142857142857
0,468,6.755102040816327
0,469,5.959183673469388
0,470,5.979591836734694
0,471,5.836734693877551
0,472,5.979591836734694
0,473,5.836734693877551
0,474,5.877551020408164
0,475,5.877551020408164
0,476,5.918367346938775
0,477,5.857142857142857
0,478,6.020408163265306
0,479,5.938775510204081
0,480,6.020408163265306
0,481,5.836734693877551
0,482,5.938775510204081
0,483,6.0
0,484,5.877551020408164
0,485,6.020408163265306
0,486,5.979591836734694
0,487,5.795918367346939
0,488,5.918367346938775
0,489,5.816326530612245
0,490,5.979591836734694
0,491,5.836734693877551
0,492,5.918367346938775
0,493,5.938775510204081
0,494,5.73469387755102
0,495,5.816326530612245
0,496,5.775510204081632
0,497,5.836734693877551
0,498,5.795918367346939
0,499,5.877551020408164
0,500,5.755102040816326
0,501,5.857142857142857
0,502,5.816326530612245
0,503,5.8979591836734695
0,504,5.775510204081632
0,505,5.8979591836734695
0,506,5.63265306122449
0,507,6.020408163265306
0,508,5.714285714285714
0,509,5.918367346938775
0,510,5.755102040816326
0,511,5.918367346938775
0,512,5.857142857142857
0,513,5.816326530612245
0,514,5.836734693877551
0,515,5.918367346938775
0,516,6.224489795918368
0,517,5.73469387755102
0,518,5.918367346938775
0,519,5.816326530612245
0,520,5.857142857142857
0,521,5.857142857142857
0,522,6.408163265306122
0,523,5.775510204081632
0,524,5.918367346938775
0,525,5.836734693877551
0,526,5.877551020408164
0,527,5.938775510204081
0,528,5.795918367346939
0,529,5.836734693877551
0,530,5.877551020408164
0,531,5.775510204081633
0,532,5.938775510204081
0,533,5.877551020408164
0,534,6.081632653061225
0,535,5.918367346938775
0,536,5.795918367346939
0,537,5.918367346938775
0,538,5.816326530612245
0,539,5.877551020408164
0,540,5.918367346938775
0,541,5.795918367346939
0,542,5.857142857142857
0,543,5.877551020408164
0,544,5.877551020408164
0,545,5.816326530612245
0,546,6.36734693877551
0,547,6.224489795918368
0,548,5.959183673469388
0,549,6.122448979591836
0,550,6.204081632653061
0,551,6.224489795918368
0,552,5.938775510204081
0,553,6.163265306122449
0,554,6.1020408163265305
0,555,6.020408163265306
0,556,6.183673469387755
0,557,6.020408163265306
0,558,6.061224489795919
0,559,6.6938775510204085
0,560,6.061224489795919
0,561,6.204081632653061
0,562,6.387755102040816
0,563,6.428571428571429
0,564,6.346938775510204
0,565,6.081632653061225
0,566,6.061224489795919
0,567,6.142857142857143
0,568,6.142857142857143
0,569,6.142857142857143
0,570,6.0
0,571,6.408163265306122
0,572,5.979591836734694
0,573,6.142857142857143
0,574,6.040816326530612
0,575,6.061224489795919
0,576,6.1020408163265305
0,577,5.938775510204081
0,578,6.081632653061225
0,579,6.040816326530612
0,580,6.142857142857143
0,581,6.1020408163265305
0,582,6.020408163265306
0,583,6.0
0,584,6.122448979591836
0,585,6.020408163265306
0,586,6.020408163265306
0,587,6.1020408163265305
0,588,6.0
0,589,6.142857142857143
0,590,6.346938775510204
0,591,6.040816326530612
0,592,6.040816326530612
0,593,5.918367346938775
0,594,5.938775510204081
0,595,6.0
0,596,5.959183673469388
0,597,6.040816326530612
0,598,6.040816326530612
0,599,6.1020408163265305
0,600,6.0
0,601,6.1020408163265305
0,602,5.959183673469388
0,603,6.122448979591836
0,604,5.979591836734694
0,605,6.1020408163265305
0,606,6.183673469387755
0,607,6.020408163265306
0,608,6.081632653061225
0,609,6.061224489795919
0,610,5.979591836734694
0,611,6.061224489795919
0,612,6.020408163265306
0,613,6.020408163265306
0,614,6.061224489795919
0,615,6.0
0,616,6.612244897959184
0,617,6.081632653061225
0,618,6.1020408163265305
0,619,6.1020408163265305
0,620,6.0
0,621,6.061224489795919
0,622,5.979591836734694
0,623,6.061224489795919
0,624,6.122448979591836
0,625,6.040816326530612
0,626,6.020408163265306
0,627,6.081632653061225
0,628,6.1020408163265305
0,629,6.081632653061225
0,630,6.061224489795919
0,631,6.2857142857142865
0,632,6.122448979591836
0,633,6.285714285714286
0,634,6.122448979591836
0,635,6.122448979591836
0,636,6.081632653061225
0,637,6.142857142857143
0,638,6.183673469387755
0,639,6.122448979591836
0,640,6.081632653061225
0,641,6.040816326530612
0,642,6.081632653061225
0,643,6.122448979591836
0,644,6.081632653061225
0,645,6.163265306122449
0,646,6.122448979591836
0,647,6.122448979591836
0,648,6.142857142857143
0,649,6.1020408163265305
0,650,6.428571428571429
0,651,6.204081632653061
0,652,6.244897959183674
0,653,6.183673469387755
0,654,6.224489795918367
0,655,6.183673469387755
0,656,6.224489795918367
0,657,6.081632653061225
0,658,6.122448979591836
0,659,6.204081632653061
0,660,6.224489795918367
0,661,6.163265306122449
