patch_start,patch_end,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,1,0,246,37,356,357,356,1,20,20,20
0,1,500,252,365,362,363,361,0,0,0,0
0,2,0,249,82,362,363,361,1,16,16,16
0,2,500,250,371,369,843,368,0,0,0,0
0,3,0,251,54,361,358,359,1,14,14,14
0,3,500,250,366,365,365,366,0,0,0,0
1,3,0,459,31,354,351,353,1,11,11,11
1,3,500,461,360,359,358,359,0,0,0,0
0,4,0,248,47,364,363,363,1,14,14,14
0,4,500,251,370,370,369,372,0,0,0,0
2,4,0,461,66,356,354,354,1,10,10,10
2,4,500,463,363,361,361,360,0,0,0,0
0,5,0,254,55,363,362,362,1,20,20,20
0,5,500,253,370,369,369,368,0,0,0,0
2,5,0,460,64,353,352,352,1,11,11,11
2,5,500,463,360,685,359,359,0,0,0,0
0,6,0,251,57,383,382,382,1,14,14,14
0,6,500,249,391,388,388,387,0,0,0,0
3,6,0,461,67,354,354,354,1,9,9,9
3,6,500,464,362,360,360,359,0,0,0,0
0,7,0,282,41,361,361,359,1,12,12,12
0,7,500,281,369,366,367,365,0,0,0,0
3,7,0,493,66,354,354,351,1,14,14,14
3,7,500,492,360,360,359,360,0,0,0,0
0,8,0,279,69,360,359,358,1,12,12,12
0,8,500,279,365,364,365,364,0,0,0,0
4,8,0,491,47,352,351,354,1,11,11,11
4,8,500,494,374,361,361,360,0,0,0,0
0,9,0,280,66,362,362,361,1,18,18,18
0,9,500,279,369,366,367,367,0,0,0,0
4,9,0,494,48,354,353,353,1,13,13,13
4,9,500,491,359,359,359,358,0,0,0,0
