patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.005,0.003,0.006,0.006,0.005,0.001,0.016,0.016,0.016
0,500,0.003,0.005,0.005,0.005,0.005,0,0,0,0
1,0,0.38,0.13,0.57,0.544,0.546,0.001,0.016,0.016,0.016
1,500,0.31,0.269,0.266,0.267,0.268,0,0,0,0
2,0,0.304,0.164,0.54,0.542,0.54,0.001,0.012,0.012,0.012
2,500,0.307,0.268,0.267,0.268,0.267,0,0,0,0
3,0,0.307,0.271,0.535,0.535,0.536,0.001,0.01,0.01,0.01
3,500,0.306,0.276,0.274,0.275,0.275,0,0,0,0
4,0,0.307,0.268,0.539,0.539,0.536,0.001,0.01,0.01,0.01
4,500,0.306,0.275,0.274,0.275,0.274,0,0,0,0
5,0,0.31,0.32,0.531,0.528,0.532,0.001,0.01,0.01,0.01
5,500,0.31,0.278,0.275,0.276,0.276,0,0,0,0
6,0,0.312,0.31,0.487,0.484,0.479,0.001,0.009,0.009,0.009
6,500,0.307,0.275,0.274,0.275,0.274,0,0,0,0
7,0,0.308,0.303,0.503,0.495,0.494,0.001,0.01,0.01,0.01
7,500,0.301,0.268,0.266,0.268,0.267,0,0,0,0
8,0,0.301,0.294,0.478,0.478,0.478,0.001,0.01,0.01,0.01
8,500,0.303,0.268,0.267,0.267,0.267,0,0,0,0
9,0,0.301,0.321,0.479,0.477,0.478,0.001,0.009,0.009,0.009
9,500,0.299,0.267,0.267,0.266,0.267,0,0,0,0
