patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,2,2,4,2,1,1,1,1
0,500,2,7,2,4,2,0,0,0,0
1,0,124,45,64,63,64,1,1,1,1
1,500,66,70,43,43,42,0,0,0,0
2,0,54,56,63,63,63,1,1,1,1
2,500,64,51,42,43,43,0,0,0,0
3,0,62,52,63,63,63,1,1,1,1
3,500,68,48,42,42,43,0,0,0,0
4,0,61,53,63,64,63,1,1,1,1
4,500,68,48,43,43,43,0,0,0,0
5,0,68,51,66,65,64,1,1,1,1
5,500,74,50,46,45,45,0,0,0,0
6,0,73,50,68,66,66,1,1,1,1
6,500,69,50,43,43,43,0,0,0,0
7,0,70,53,67,65,65,1,1,1,1
7,500,69,49,45,44,44,0,0,0,0
8,0,70,51,66,66,67,1,1,1,1
8,500,74,47,43,43,43,0,0,0,0
9,0,70,52,67,64,64,1,1,1,1
9,500,62,51,42,43,42,0,0,0,0
