patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,2,4,8,5,1,1,1,1
0,500,2,4,2,4,2,0,0,0,0
1,0,153,79,111,110,110,1,1,1,1
1,500,98,73,72,73,80,0,0,0,0
2,0,97,76,108,107,107,1,1,1,1
2,500,98,72,75,77,72,0,0,0,0
3,0,98,75,108,108,108,1,1,1,1
3,500,99,80,73,72,73,0,0,0,0
4,0,95,76,108,108,107,1,1,1,1
4,500,102,73,73,72,72,0,0,0,0
5,0,101,75,108,108,122,1,1,1,1
5,500,101,72,72,72,72,0,0,0,0
6,0,101,76,107,115,108,1,1,1,1
6,500,101,72,72,72,72,0,0,0,0
7,0,104,75,116,107,107,1,1,1,1
7,500,104,72,72,72,72,0,0,0,0
8,0,106,83,107,108,107,1,1,1,1
8,500,104,72,72,72,76,0,0,0,0
9,0,103,75,109,107,108,1,1,1,1
9,500,104,73,72,80,72,0,0,0,0
