##ver, min, mean, max, stddev, count, total
0 0.0 1.0 20.0 2.92261298612503 49 49.0
1 0.0 0.5918367346938773 9.0 1.4849013343616881 49 29.0
2 0.0 0.4897959183673471 6.0 1.26033145408248 49 24.0
3 0.0 0.44897959183673464 5.0 0.8911889177244237 49 22.0
4 0.0 0.4693877551020409 5.0 0.981114179906501 49 23.0
5 0.0 0.5918367346938773 8.0 1.5127013274676706 49 29.0
6 0.0 0.4693877551020409 7.0 1.27642144320764 49 23.0
7 0.0 0.44897959183673464 6.0 1.0813036978919612 49 22.0
8 0.0 0.5102040816326532 5.0 0.9156611677633056 49 25.0
9 0.0 0.3877551020408164 5.0 0.9313146293146639 49 19.0
10 0.0 0.44897959183673464 5.0 0.9142671129060129 49 22.0
11 0.0 0.3061224489795918 6.0 0.9399486163405655 49 15.0
12 0.0 0.42857142857142855 5.0 0.9128709291752772 49 21.0
13 0.0 0.4285714285714286 5.0 0.9789450103725611 49 21.0
14 0.0 0.4693877551020409 6.0 1.156540113447695 49 23.0
15 0.0 0.5306122448979591 6.0 1.1565401134476943 49 26.0
16 0.0 0.4285714285714285 5.0 0.978945010372561 49 21.0
17 0.0 0.4081632653061225 6.0 1.0785477764672495 49 20.0
18 0.0 0.46938775510204084 5.0 0.981114179906501 49 23.0
19 0.0 0.46938775510204084 6.0 1.0820898148245086 49 23.0
20 0.0 0.44897959183673464 5.0 1.0012746977768703 49 22.0
21 0.0 0.489795918367347 6.0 1.0824826592066008 49 24.0
22 0.0 0.3877551020408165 5.0 0.9086695065362562 49 19.0
23 0.0 0.48979591836734687 5.0 0.9381375383259787 49 24.0
24 0.0 0.42857142857142855 5.0 0.9789450103725612 49 21.0
25 0.0 0.326530612244898 5.0 0.8987898137227076 49 16.0
26 0.0 0.44897959183673464 5.0 0.9142671129060129 49 22.0
27 0.0 0.40816326530612246 6.0 0.9772062079157681 49 20.0
28 0.0 0.4693877551020409 5.0 0.9151967187515515 49 23.0
29 0.0 0.3673469387755103 6.0 0.9724084693648631 49 18.0
30 0.0 0.44897959183673464 6.0 1.021869701613092 49 22.0
31 0.0 0.3673469387755103 5.0 0.9058577323688946 49 18.0
32 0.0 0.5306122448979591 6.0 0.9811141799065012 49 26.0
33 0.0 0.3469387755102041 5.0 0.8551564283841889 49 17.0
34 0.0 0.4897959183673469 6.0 1.0432810619146025 49 24.0
35 0.0 0.44897959183673464 6.0 1.021869701613092 49 22.0
36 0.0 0.4285714285714286 5.0 0.912870929175277 49 21.0
37 0.0 0.4897959183673469 6.0 1.0432810619146025 49 24.0
38 0.0 0.4693877551020409 6.0 1.24334965610923 49 23.0
39 0.0 0.5306122448979591 6.0 1.0428734506226565 49 26.0
40 0.0 0.4285714285714286 5.0 0.9128709291752772 49 21.0
41 0.0 0.3673469387755103 6.0 0.9936019816602534 49 18.0
42 0.0 0.4285714285714286 6.0 1.0 49 21.0
43 0.0 1.8367346938775506 72.0 10.27405092692164 49 90.0
44 0.0 0.4693877551020408 5.0 0.8441475191064685 49 23.0
45 0.0 0.3877551020408165 6.0 1.0371500721249762 49 19.0
46 0.0 0.5510204081632653 6.0 1.00127469777687 49 27.0
47 0.0 0.4693877551020409 6.0 0.9811141799065012 49 23.0
48 0.0 0.4897959183673469 6.0 1.0025477748298717 49 24.0
49 0.0 0.4693877551020409 6.0 1.002123595511189 49 23.0
50 0.0 0.4693877551020409 5.0 0.8684766552304517 49 23.0
51 0.0 0.5306122448979591 5.0 0.8684766552304517 49 26.0
52 0.0 0.46938775510204084 6.0 0.9811141799065012 49 23.0
53 0.0 0.4081632653061225 6.0 0.977206207915768 49 20.0
54 0.0 0.4081632653061225 6.0 0.9556491543042607 49 20.0
55 0.0 0.5102040816326531 6.0 0.9815474385630378 49 25.0
56 0.0 0.42857142857142855 6.0 1.0 49 21.0
57 0.0 0.44897959183673464 5.0 0.8431395814107511 49 22.0
58 0.0 0.3877551020408164 6.0 0.9534220500083773 49 19.0
59 0.0 0.510204081632653 6.0 1.0025477748298721 49 25.0
60 0.0 0.6326530612244898 6.0 0.9724084693648636 49 31.0
61 0.0 0.3673469387755103 6.0 0.9507426384810189 49 18.0
62 0.0 0.40816326530612246 6.0 0.998297871106506 49 20.0
63 0.0 0.5510204081632653 6.0 1.00127469777687 49 27.0
64 0.0 0.46938775510204084 6.0 0.9596449173246007 49 23.0
65 0.0 0.48979591836734687 5.0 0.8689660757568888 49 24.0
66 0.0 0.4285714285714286 5.0 0.912870929175277 49 21.0
67 0.0 0.46938775510204095 6.0 0.9596449173246007 49 23.0
68 0.0 0.3673469387755102 6.0 0.950742638481019 49 18.0
69 0.0 0.42857142857142855 6.0 0.9574271077563381 49 21.0
70 0.0 0.46938775510204084 5.0 0.8441475191064687 49 23.0
71 0.0 0.4693877551020409 5.0 0.9151967187515514 49 23.0
72 0.0 0.5510204081632653 6.0 0.9802470881066141 49 27.0
73 0.0 0.3673469387755103 6.0 0.950742638481019 49 18.0
74 0.0 0.48979591836734687 6.0 1.0025477748298717 49 24.0
75 0.0 0.6326530612244898 6.0 1.0346875041733696 49 31.0
76 0.0 0.40816326530612246 6.0 0.9556491543042607 49 20.0
77 0.0 0.5102040816326531 6.0 0.9600878644598078 49 25.0
78 0.0 0.44897959183673464 6.0 1.0012746977768703 49 22.0
79 0.0 0.44897959183673464 6.0 0.9802470881066142 49 22.0
80 0.0 0.489795918367347 6.0 0.9815474385630375 49 24.0
81 0.0 0.5306122448979591 6.0 1.002123595511189 49 26.0
82 0.0 0.38775510204081637 6.0 0.9750283442592033 49 19.0
83 0.0 0.4693877551020409 6.0 1.002123595511189 49 23.0
84 0.0 0.5306122448979591 6.0 0.9811141799065012 49 26.0
85 0.0 0.46938775510204084 6.0 0.9596449173246007 49 23.0
86 0.0 0.4897959183673469 6.0 1.0231171523745428 49 24.0
87 0.0 0.44897959183673464 6.0 0.9802470881066143 49 22.0
88 0.0 0.5306122448979591 6.0 0.9596449173246007 49 26.0
