##ver, min, mean, max, stddev, count, total
0 0.0 0.3076923076923078 3.0 0.8548504142651105 13 4.0
1 0.0 0.23076923076923073 3.0 0.8320502943378436 13 3.0
2 0.0 0.46153846153846145 2.0 0.6602252917735247 13 6.0
3 0.0 0.38461538461538464 3.0 0.869718492622904 13 5.0
4 0.0 0.6153846153846153 4.0 1.12089707663561 13 8.0
5 0.0 0.46153846153846145 4.0 1.1266014242982163 13 6.0
6 0.0 0.46153846153846145 5.0 1.3913653136029496 13 6.0
7 0.0 0.7692307692307693 5.0 1.3634420996046581 13 10.0
8 0.0 0.7692307692307693 7.0 1.921537845661045 13 10.0
9 0.0 0.7692307692307693 7.0 1.921537845661045 13 10.0
10 0.0 0.8461538461538461 5.0 1.3445044840729643 13 11.0
11 0.0 0.6153846153846154 5.0 1.3867504905630723 13 8.0
12 0.0 0.8461538461538463 6.0 1.625123269486238 13 11.0
13 0.0 0.6923076923076922 5.0 1.3774744634423888 13 9.0
14 0.0 0.7692307692307693 5.0 1.4232501627054275 13 10.0
15 0.0 0.9230769230769229 5.0 1.3204505835470497 13 12.0
16 0.0 0.7692307692307693 5.0 1.3634420996046581 13 10.0
17 0.0 1.153846153846154 7.0 1.863963243832607 13 15.0
18 0.0 1.076923076923077 7.0 1.84668795692624 13 14.0
19 0.0 1.0 4.0 1.0801234497346435 13 13.0
20 0.0 1.1538461538461542 7.0 1.908147174886057 13 15.0
21 0.0 1.3076923076923077 6.0 1.493575987611354 13 17.0
22 0.0 1.0 6.0 1.632993161855452 13 13.0
23 0.0 1.2307692307692308 8.0 2.1273554065179203 13 16.0
24 0.0 1.153846153846154 6.0 1.5191090506255 13 15.0
25 0.0 1.0 4.0 1.1547005383792515 13 13.0
26 0.0 1.153846153846154 6.0 1.5191090506255 13 15.0
27 0.0 1.4615384615384615 5.0 1.1982893790305562 13 19.0
28 0.0 0.846153846153846 3.0 0.8006407690254357 13 11.0
29 0.0 1.076923076923077 4.0 0.9540735874430285 13 14.0
30 1.0 1.3846153846153846 4.0 0.8697184926229038 13 18.0
31 0.0 1.1538461538461537 4.0 0.9870962335856489 13 15.0
32 0.0 1.076923076923077 4.0 1.0377490433255416 13 14.0
33 0.0 0.846153846153846 4.0 1.0681880176381127 13 11.0
34 0.0 0.923076923076923 3.0 0.7595545253127501 13 12.0
35 0.0 1.3846153846153846 4.0 0.9607689228305225 13 18.0
36 0.0 1.3076923076923077 4.0 0.947330933431342 13 17.0
37 1.0 1.3846153846153846 5.0 1.1208970766356097 13 18.0
38 1.0 1.3846153846153846 4.0 0.9607689228305225 13 18.0
