##bucket, min, mean, max, stddev, count, total
0 0.0 0.22448979591836732 3.0 0.5502009527757783 49 11.0
1 0.0 0.1836734693877551 3.0 0.5273151092940495 49 9.0
2 0.0 0.16326530612244886 5.0 0.745736179207897 49 8.0
3 0.0 0.18367346938775514 4.0 0.6348710298082559 49 9.0
4 0.0 0.326530612244898 3.0 0.591176619901673 49 16.0
5 0.0 0.1428571428571429 3.0 0.5000000000000006 49 7.0
6 0.0 0.34693877551020397 6.0 0.9253607496575601 49 17.0
7 0.0 0.30612244897959195 8.0 1.1762242138982442 49 15.0
8 0.0 0.5306122448979591 8.0 1.1920228048770465 49 26.0
9 0.0 0.2040816326530614 6.0 0.8892785427134817 49 10.0
10 0.0 0.4081632653061227 7.0 1.0590555412516292 49 20.0
11 0.0 0.46938775510204095 6.0 0.9376842222626304 49 23.0
12 0.0 0.3061224489795919 5.0 0.7959292690688947 49 15.0
13 0.0 0.6326530612244898 6.0 0.9507426384810195 49 31.0
14 0.0 0.489795918367347 7.0 1.0630625761526586 49 24.0
15 0.0 0.6122448979591835 5.0 0.8117965295824909 49 30.0
16 0.0 0.4081632653061225 4.0 0.7046975517594632 49 20.0
17 0.0 0.6326530612244898 5.0 0.8340133280065241 49 31.0
18 0.0 0.5714285714285715 5.0 0.8416254115301733 49 28.0
19 0.0 0.653061224489796 4.0 0.8551564283841889 49 32.0
20 0.0 0.5306122448979591 4.0 0.8684766552304516 49 26.0
21 0.0 0.673469387755102 5.0 0.9658276912843722 49 33.0
22 0.0 0.6938775510204082 4.0 0.8466621136521213 49 34.0
23 0.0 0.6326530612244898 4.0 0.858629662869379 49 31.0
24 0.0 0.8163265306122449 5.0 0.9719711369976288 49 40.0
25 0.0 0.7755102040816326 4.0 0.8481672919312798 49 38.0
26 0.0 0.7346938775510204 4.0 0.7576144084141583 49 36.0
27 0.0 0.7346938775510204 5.0 0.9304011277419008 49 36.0
28 0.0 0.8979591836734693 5.0 0.9184429296183767 49 44.0
29 0.0 0.8979591836734693 4.0 0.8718968296952646 49 44.0
30 0.0 0.9183673469387756 5.0 0.7862552250456368 49 45.0
31 0.0 0.8367346938775512 5.0 0.9207546446509287 49 41.0
32 0.0 0.9795918367346937 4.0 0.9011519460845506 49 48.0
33 0.0 0.9795918367346939 5.0 0.8536635734284553 49 48.0
34 0.0 1.0816326530612246 5.0 0.8620889042967463 49 53.0
35 0.0 1.0612244897959182 5.0 0.8757892456071203 49 52.0
36 0.0 1.1020408163265305 5.0 0.8954723604329282 49 54.0
37 0.0 1.0408163265306123 5.0 0.911938952485979 49 51.0
38 0.0 1.0816326530612246 5.0 0.8375742428256125 49 53.0
39 0.0 1.1224489795918369 5.0 0.8070691074608712 49 55.0
40 0.0 1.1428571428571428 5.0 0.9128709291752771 49 56.0
41 0.0 1.1224489795918369 6.0 0.9271967846962266 49 55.0
42 0.0 1.142857142857143 7.0 1.0801234497346435 49 56.0
43 0.0 1.2244897959183674 8.0 1.1042589166957366 49 60.0
44 1.0 1.2653061224489797 7.0 0.995312141241832 49 62.0
45 0.0 1.3265306122448979 8.0 1.1970059019285166 49 65.0
46 0.0 1.346938775510204 7.0 1.0714285714285712 49 66.0
47 1.0 1.306122448979592 7.0 0.9832785641382998 49 64.0
48 1.0 1.346938775510204 8.0 1.1645997239424375 49 66.0
49 1.0 1.3877551020408165 8.0 1.1693361102674928 49 68.0
50 1.0 1.4285714285714284 7.0 1.0408329997330663 49 70.0
51 1.0 1.346938775510204 6.0 0.96934299932487 49 66.0
52 1.0 1.469387755102041 7.0 1.0227015045197398 49 72.0
53 1.0 1.5102040816326532 7.0 1.0824826592066008 49 74.0
54 1.0 1.4897959183673468 7.0 1.0630625761526586 49 73.0
55 1.0 1.4897959183673468 7.0 1.082482659206601 49 73.0
56 1.0 1.693877551020408 7.0 1.0449099170234137 49 83.0
57 1.0 1.5306122448979589 6.0 0.9811141799065008 49 75.0
58 1.0 1.5510204081632653 7.0 1.061862053379893 49 76.0
59 1.0 1.5714285714285716 6.0 0.9999999999999998 49 77.0
60 1.0 1.7755102040816328 7.0 1.0461298939912003 49 87.0
61 1.0 1.5510204081632653 6.0 0.9802470881066143 49 76.0
62 1.0 1.7346938775510203 7.0 1.056241572038992 49 85.0
63 1.0 1.6326530612244898 6.0 0.9724084693648637 49 80.0
64 1.0 1.7142857142857142 7.0 1.0606601717798212 49 84.0
65 1.0 1.816326530612245 6.0 0.9502953354035767 49 89.0
66 1.0 1.6734693877551023 5.0 0.8987898137227084 49 82.0
67 1.0 1.7959183673469385 6.0 0.9785105994302155 49 88.0
68 1.0 1.7346938775510203 6.0 0.9525297502808336 49 85.0
69 1.0 1.8775510204081631 5.0 0.9044485672963133 49 92.0
70 1.0 1.7551020408163267 6.0 1.031394934156689 49 86.0
71 1.0 1.8775510204081631 6.0 0.949400097017947 49 92.0
72 1.0 1.8979591836734695 6.0 1.0256075020685638 49 93.0
73 1.0 1.857142857142857 6.0 0.9354143466934853 49 91.0
74 1.0 2.020408163265306 6.0 0.9011519460845507 49 99.0
75 1.0 2.6530612244897953 37.0 5.097184763867874 49 130.0
76 1.0 2.9591836734693877 49.0 6.79141364663705 49 145.0
77 1.0 2.0408163265306123 6.0 0.9119389524859791 49 100.0
78 1.0 2.0 6.0 1.0 49 98.0
79 1.0 2.1020408163265305 6.0 0.8718968296952647 49 103.0
80 1.0 2.1020408163265305 6.0 0.9184429296183766 49 103.0
81 1.0 2.183673469387755 7.0 1.0930360886798125 49 107.0
82 1.0 3.1224489795918364 47.0 6.479559697815206 49 153.0
83 1.0 2.204081632653061 7.0 1.0797297469879275 49 108.0
84 1.0 2.8775510204081636 36.0 4.943988997852275 49 141.0
85 1.0 2.959183673469388 37.0 5.045456634741922 49 145.0
86 1.0 2.163265306122449 6.0 0.9207546446509295 49 106.0
87 1.0 2.2653061224489797 7.0 1.0757847950078432 49 111.0
88 1.0 2.2448979591836737 6.0 0.9249011714073823 49 110.0
tot,0.0,1.2772299931208468,49.0,1.7714497340213686,4361
