patch,offset,limit,count-ms,lookup-mus,results
0,0,-2,95,112,0
1,0,-2,123,121,0
2,0,-2,124,121,0
3,0,-2,124,124,0
4,0,-2,9774,122,0
5,0,-2,10,6,0
6,0,-2,6052,134,0
7,0,-2,139,135,0
8,0,-2,136,137,0
9,0,-2,136,134,0
