patch_start,patch_end,offset,limit,count-ms,lookup-mus,results
0,1,0,-2,196,169,2
0,2,0,-2,197,170,3
0,3,0,-2,191,170,3
1,3,0,-2,352,172,2
0,4,0,-2,203,188,2
2,4,0,-2,359,173,2
0,5,0,-2,175,171,3
2,5,0,-2,331,173,3
0,6,0,-2,195,170,2
3,6,0,-2,358,173,3
0,7,0,-2,156,172,3
3,7,0,-2,337,192,4
0,8,0,-2,148,172,3
4,8,0,-2,315,173,4
0,9,0,-2,142,172,3
4,9,0,-2,327,194,6
