versionstart,versionend,ms
0,0,1100.74
0,1,1075.52
0,2,1107.16
0,3,1031.66
0,4,1029.54
0,5,1044.4
0,6,1038.16
0,7,1117.98
0,8,1097.44
0,9,1105.46
