##ver, min, mean, max, stddev, count, total
0 0.0 0.46 3.0 0.6455499158682863 50 23.0
1 0.0 0.6000000000000001 4.0 0.8081220356417685 50 30.0
2 0.0 0.5200000000000002 3.0 0.6773296909216966 50 26.0
3 0.0 0.6599999999999999 3.0 0.7982122882685143 50 33.0
4 0.0 0.8999999999999998 4.0 0.9091372900969903 50 45.0
5 0.0 0.9200000000000002 6.0 1.0849621454884304 50 46.0
6 0.0 0.9799999999999996 5.0 1.1155670288774078 50 49.0
7 0.0 1.1199999999999994 6.0 1.1364103886486485 50 56.0
8 0.0 1.2799999999999998 6.0 1.2128563015309222 50 64.0
9 0.0 1.7200000000000006 25.0 3.6198996490769986 50 86.0
