##bucket, min, mean, max, stddev, count, total
0 0.0 0.5200000000000002 3.0 0.7068181072487412 50 26.0
1 0.0 0.46 3.0 0.7342912729083656 50 23.0
2 0.0 0.5599999999999997 3.0 0.7045044574821689 50 28.0
3 0.0 0.7600000000000001 4.0 0.9160696881075081 50 38.0
4 0.0 0.8600000000000002 6.0 1.29378419801001 50 43.0
5 0.0 1.0200000000000005 8.0 1.5049577931568958 50 51.0
6 0.0 1.1800000000000002 8.0 1.4664965887781516 50 59.0
7 0.0 1.28 7.0 1.4851647335276608 50 64.0
8 0.0 1.3199999999999998 8.0 1.5444436287702386 50 66.0
9 0.0 1.1800000000000002 8.0 1.5477435847328291 50 59.0
tot,0.0,0.9140000000000015,8.0,1.2703667436321755,500
