##bucket, min, mean, max, stddev, count, total
0 0.0 1.7608695652173916 9.0 1.702087380035279 46 81.0
1 0.0 1.9130434782608696 6.0 1.442622410851105 46 88.0
2 0.0 2.369565217391304 9.0 1.9363045634194127 46 109.0
3 0.0 2.9130434782608696 15.0 2.65686604819807 46 134.0
4 0.0 3.4130434782608696 13.0 2.7045318917740997 46 157.0
5 0.0 3.956521739130435 16.0 3.418619095737214 46 182.0
6 0.0 4.739130434782608 19.0 3.8668665615496636 46 218.0
7 0.0 7.217391304347825 101.0 14.705876442169883 46 332.0
8 0.0 8.23913043478261 125.0 18.07660831339613 46 379.0
9 0.0 5.4565217391304355 24.0 4.59809874592692 46 251.0
tot,0.0,4.197826086956519,125.0,8.038171166349727,460
