##ver, min, mean, max, stddev, count, total
0 2.0 6.666666666666666 18.0 6.772493386240157 6 40.0
1 2.0 3.666666666666667 8.0 2.4221202832779936 6 22.0
2 2.0 4.333333333333333 12.0 3.9327683210007005 6 26.0
3 3.0 6.0 15.0 4.69041575982343 6 36.0
4 3.0 6.666666666666666 18.0 5.853773711604051 6 40.0
5 4.0 7.166666666666667 15.0 4.167333280008532 6 43.0
6 4.0 6.5 14.0 3.7282703764614498 6 39.0
7 4.0 7.166666666666666 16.0 4.445971959725642 6 43.0
8 4.0 7.666666666666667 15.0 4.131182235954578 6 46.0
9 8.0 10.5 14.0 2.345207879911715 6 63.0
