##bucket, min, mean, max, stddev, count, total
0 0.0 0.9799999999999999 4.0 0.8204030865920698 50 49.0
1 0.0 1.14 4.0 0.9037337516534119 50 57.0
2 0.0 1.34 7.0 1.188550823997228 50 67.0
3 0.0 1.5 5.0 1.0546302185881 50 75.0
4 0.0 1.92 7.0 1.3826918437214701 50 96.0
5 0.0 2.2 9.0 1.749635530559412 50 110.0
6 0.0 2.5200000000000005 10.0 1.9819594509742433 50 126.0
7 0.0 2.66 8.0 1.733346415439904 50 133.0
8 0.0 3.06 11.0 2.07423455269452 50 153.0
9 0.0 2.7000000000000006 12.0 2.178278668853845 50 135.0
tot,0.0,2.002,12.0,1.7134374034294129,500
