##bucket, min, mean, max, stddev, count, total
0 0.0 1.1800000000000002 6.0 0.8734169352933021 50 59.0
1 0.0 1.2799999999999998 4.0 0.7570080742566718 50 64.0
2 1.0 1.66 8.0 1.4513892008158582 50 83.0
3 1.0 1.9400000000000004 8.0 1.2682946931101744 50 97.0
4 1.0 2.08 9.0 1.4119027543549523 50 104.0
5 1.0 2.4400000000000004 8.0 1.2961481396815724 50 122.0
6 1.0 2.8600000000000003 9.0 1.5254306852525947 50 143.0
7 2.0 5.440000000000001 114.0 15.739149161455037 50 272.0
8 2.0 3.66 14.0 1.8362561734937404 50 183.0
9 2.0 3.22 14.0 1.9513469968308597 50 161.0
tot,0.0,2.576000000000004,114.0,5.255422240491427,500
