##bucket, min, mean, max, stddev, count, total
0 0.0 0.6976744186046511 6.0 0.9644856443408242 43 30.0
1 0.0 0.3953488372093024 2.0 0.5830761970838448 43 17.0
2 0.0 0.6279069767441858 3.0 0.6908674951845302 43 27.0
3 0.0 0.7674418604651166 4.0 0.7818540023963061 43 33.0
4 0.0 0.7674418604651165 5.0 0.9719202716254327 43 33.0
5 0.0 0.86046511627907 7.0 1.2263262082301953 43 37.0
6 0.0 1.1860465116279069 7.0 1.2771958486780326 43 51.0
7 0.0 1.348837209302326 7.0 1.797931628159114 43 58.0
8 0.0 1.27906976744186 6.0 1.2784957938986792 43 55.0
9 0.0 1.5116279069767435 8.0 1.8305878970228286 43 65.0
tot,0.0,0.9441860465116255,8.0,1.2465901885435826,430
