##bucket, min, mean, max, stddev, count, total
0 0.0 1.153846153846154 4.0 1.1435437497937309 13 15.0
1 0.0 1.0 2.0 0.5773502691896257 13 13.0
2 0.0 1.2307692307692308 3.0 0.7250110520819839 13 16.0
3 1.0 1.692307692307692 5.0 1.1821319289469756 13 22.0
4 0.0 1.7692307692307692 7.0 1.9644272343292224 13 23.0
5 1.0 2.153846153846154 6.0 1.6251232694862383 13 28.0
6 1.0 2.5384615384615383 6.0 1.6641005886756872 13 33.0
7 1.0 2.769230769230769 8.0 2.3858557568108956 13 36.0
8 1.0 3.0 8.0 2.3804761428476167 13 39.0
9 1.0 3.076923076923077 9.0 2.531848417709167 13 40.0
tot,0.0,2.0384615384615388,9.0,1.8443454171843952,130
