##bucket, min, mean, max, stddev, count, total
0 0.0 1.8333333333333335 5.0 1.834847859269718 6 11.0
1 1.0 2.5 5.0 1.9748417658131499 6 15.0
2 1.0 3.0 6.0 2.0 6 18.0
3 2.0 3.1666666666666665 6.0 1.834847859269718 6 19.0
4 2.0 4.166666666666667 8.0 2.136976056643281 6 25.0
5 2.0 4.666666666666667 8.0 2.422120283277993 6 28.0
6 3.0 5.5 9.0 2.258317958127243 6 33.0
7 3.0 5.666666666666667 11.0 2.8751811537130436 6 34.0
8 3.0 7.666666666666666 18.0 5.465040408511785 6 46.0
9 4.0 6.5 14.0 3.8340579025361627 6 39.0
tot,0.0,4.466666666666665,18.0,3.202047367643515,60
