##bucket, min, mean, max, stddev, count, total
0 0.0 2.5 8.0 2.592724864350674 10 25.0
1 1.0 3.8 11.0 3.1902629637347726 10 38.0
2 2.0 5.1 15.0 4.121757985239901 10 51.0
3 3.0 8.8 26.0 7.6274358586472415 10 88.0
4 4.0 6.6 14.0 3.717824931626316 10 66.0
5 5.0 9.1 19.0 5.2588549662027715 10 91.0
6 6.0 21.6 121.0 35.233191421978475 10 216.0
7 7.0 13.5 28.0 6.587024281789835 10 135.0
8 7.0 12.8 26.0 5.827139568909908 10 128.0
9 9.0 13.5 22.0 4.377975178854566 10 135.0
tot,0.0,9.73,121.0,12.803767595769012,100
