version,ms
0,772.46
1,683.62
2,638.46
3,674.06
4,585.04
5,581.46
6,622.18
7,598.32
8,689.98
9,660.44
10,710.92
11,735.94
12,668.22
13,814.42
14,705.06
15,550.36
16,636.94
17,713.78
18,669.02
19,794.9
20,766.84
21,874.32
22,829.3
23,754.94
24,719.66
25,794.82
26,741.96
27,629.62
28,818.4
29,762.92
30,656.5
31,491.16
32,898.28
33,851.64
34,860.24
35,877.14
36,868.7
37,840.8
38,883.8
39,781.26
40,836.24
41,821.26
42,861.58
43,757.8
44,975.24
45,759.62
46,838.54
47,766.56
48,809.62
49,828.54
50,835.3
51,857.94
52,788.98
53,855.2
54,866.44
55,738.2
56,765.56
57,792.9
