versionstart,versionend,ms
0,0,1481.5
0,1,1443.22
0,2,1479.22
0,3,1379.68
0,4,1369.94
0,5,1400.66
0,6,1393.26
0,7,1509.04
0,8,1484.42
0,9,1521.06
0,10,1544.84
0,11,1482.24
0,12,1645.4
0,13,1515.46
0,14,1332.12
0,15,1439.32
0,16,1522.84
0,17,1477.56
0,18,1609.18
0,19,1580.38
0,20,1686.94
0,21,1645.98
0,22,1577.42
0,23,1526.12
0,24,1617.48
0,25,1556.92
0,26,1432.18
0,27,1644.52
0,28,1562.82
0,29,1453.74
0,30,1272.08
0,31,1748.24
0,32,1689.4
0,33,1702.04
0,34,1727.88
0,35,1723.06
0,36,1685.98
0,37,1730.5
0,38,1600.5
0,39,1663.54
0,40,1646.74
0,41,1693.96
0,42,1586.2
0,43,1839.6
0,44,1594.98
0,45,1677.22
0,46,1600.7
0,47,1643.58
0,48,1665.96
0,49,1670.4
0,50,1695.66
0,51,1621.5
0,52,1691.08
0,53,1716.06
0,54,1561.9
0,55,1601.1
0,56,1636.12
0,57,1622.46
