patch,offset,limit,count-ms,lookup-mus,results
0,0,-2,383,376,0
1,0,-2,361,354,0
2,0,-2,283,271,0
3,0,-2,316,304,0
4,0,-2,511,358,0
5,0,-2,8,5,0
6,0,-2,470,331,0
7,0,-2,310,297,0
8,0,-2,331,326,1
9,0,-2,295,283,0
