versionstart,versionend,ms
0,0,0.42428
0,1,0.42232
0,2,0.42838
0,3,0.42194
0,4,0.4221
0,5,0.42394
0,6,0.42442
0,7,0.4208
0,8,0.42552
0,9,0.42342
