patch,offset,limit,count-ms,lookup-mus,results
0,0,-0.002,0.02,0.012,0.001
1,0,-0.002,1.705,0.212,0.001
2,0,-0.002,0.127,0.225,0.001
3,0,-0.002,0.136,0.229,0.001
4,0,-0.002,0.134,0.234,0.001
5,0,-0.002,0.133,0.228,0.001
6,0,-0.002,0.134,0.239,0.001
7,0,-0.002,0.136,0.237,0.001
8,0,-0.002,0.138,0.231,0.001
9,0,-0.002,0.138,0.219,0.001
