patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,3,5,3,3,1,1,1,1
0,500,4,5,5,3,3,0,0,0,0
1,0,213,75,110,110,111,1,1,1,1
1,500,93,73,73,73,73,0,0,0,0
2,0,93,75,109,111,109,1,1,1,1
2,500,97,74,73,73,73,0,0,0,0
3,0,97,75,111,110,109,1,1,1,1
3,500,93,73,73,73,73,0,0,0,0
4,0,96,76,111,109,109,1,1,1,1
4,500,98,73,73,73,73,0,0,0,0
5,0,94,76,109,109,109,1,1,1,1
5,500,93,73,73,73,74,0,0,0,0
6,0,93,75,110,110,110,1,1,1,1
6,500,97,73,73,74,73,0,0,0,0
7,0,97,75,110,110,109,1,1,1,1
7,500,94,73,74,73,73,0,0,0,0
8,0,97,75,110,110,109,1,1,1,1
8,500,97,73,73,73,73,0,0,0,0
9,0,98,76,110,110,110,1,1,1,1
9,500,97,73,73,73,73,0,0,0,0
