patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,3,4,4,4,1,1,1,1
0,500,6,2,2,4,2,0,0,0,0
1,0,152,46,58,58,59,1,1,1,1
1,500,51,50,38,38,39,0,0,0,0
2,0,51,69,58,58,58,1,1,1,1
2,500,46,50,38,38,38,0,0,0,0
3,0,51,59,59,58,58,1,1,1,1
3,500,50,52,42,38,38,0,0,0,0
4,0,50,59,58,57,57,1,1,1,1
4,500,52,51,39,39,39,0,0,0,0
5,0,54,61,72,62,62,1,1,1,1
5,500,48,52,41,41,41,0,0,0,0
6,0,54,59,62,61,61,1,1,1,1
6,500,52,51,86,41,41,0,0,0,0
7,0,57,56,62,61,61,1,1,1,1
7,500,53,52,40,40,40,0,0,0,0
8,0,56,72,61,61,61,1,1,1,1
8,500,52,51,40,40,40,0,0,0,0
9,0,54,59,61,61,61,1,1,1,1
9,500,56,49,40,40,40,0,0,0,0
