patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,20,6,8,4,6,0,0,0,0
0,500,4,6,8,6,8,0,0,0,0
1,0,7475,68,68,67,68,0,0,0,0
1,500,130,155,154,154,155,0,0,0,0
2,0,133,129,129,129,129,0,0,0,0
2,500,132,157,155,155,155,0,0,0,0
3,0,133,130,129,122,122,0,0,0,0
3,500,126,146,146,147,145,0,0,0,0
4,0,127,120,120,120,122,0,0,0,0
4,500,123,143,143,143,143,0,0,0,0
5,0,124,114,114,114,113,0,0,0,0
5,500,115,136,135,135,135,0,0,0,0
6,0,117,114,113,114,113,0,0,0,0
6,500,115,136,135,135,137,0,0,0,0
7,0,113,108,107,108,108,0,0,0,0
7,500,110,129,129,128,129,0,0,0,0
8,0,111,108,107,109,108,0,0,0,0
8,500,111,129,128,129,130,0,0,0,0
9,0,109,103,103,102,103,0,0,0,0
9,500,104,123,123,123,122,0,0,0,0
