patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,9,3,5,5,5,1,1,1,1
0,500,6,2,3,2,4,0,0,0,0
1,0,116,110,147,145,145,1,1,1,1
1,500,106,95,95,96,95,0,0,0,0
2,0,105,111,146,145,146,1,1,1,1
2,500,100,112,99,94,94,0,0,0,0
3,0,105,110,146,145,146,1,1,1,1
3,500,109,94,94,95,95,0,0,0,0
4,0,110,109,146,146,146,1,1,1,1
4,500,111,95,95,95,94,0,0,0,0
5,0,111,109,146,146,145,1,1,1,1
5,500,110,95,94,95,94,0,0,0,0
6,0,112,109,146,145,145,1,1,1,1
6,500,111,96,94,94,94,0,0,0,0
7,0,108,110,145,146,145,1,1,1,1
7,500,108,95,95,95,95,0,0,0,0
8,0,110,111,146,146,145,1,1,1,1
8,500,111,94,95,94,94,0,0,0,0
9,0,110,110,145,145,146,1,1,1,1
9,500,110,95,95,95,94,0,0,0,0
