patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,6,6,3,3,0,0,0,0
0,500,10,4,6,10,4,0,0,0,0
1,0,104,75,74,73,74,0,0,0,0
1,500,101,88,88,88,89,0,0,0,0
2,0,99,74,74,74,74,0,0,0,0
2,500,99,80,80,579,80,0,0,0,0
3,0,102,67,68,66,67,0,0,0,0
3,500,99,79,79,80,79,0,0,0,0
4,0,97,67,68,67,67,0,0,0,0
4,500,100,82,80,80,80,0,0,0,0
5,0,106,70,70,69,69,0,0,0,0
5,500,104,84,83,83,83,0,0,0,0
6,0,103,71,69,69,69,0,0,0,0
6,500,105,87,86,86,86,0,0,0,0
7,0,106,74,72,72,72,0,0,0,0
7,500,103,83,83,83,83,0,0,0,0
8,0,107,71,71,71,71,0,0,0,0
8,500,104,86,85,85,85,0,0,0,0
9,0,107,72,71,71,71,0,0,0,0
9,500,105,86,85,85,85,0,0,0,0
