patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,5,5,3,4,1,1,1,1
0,500,7,5,5,3,5,0,0,0,0
1,0,171,82,123,123,130,1,1,1,1
1,500,107,91,91,91,91,0,0,0,0
2,0,104,81,130,123,122,1,1,1,1
2,500,108,95,94,94,101,0,0,0,0
3,0,110,88,131,130,130,1,1,1,1
3,500,107,106,99,98,98,0,0,0,0
4,0,115,87,133,139,128,1,1,1,1
4,500,109,98,97,97,97,0,0,0,0
5,0,112,91,131,131,129,1,1,1,1
5,500,113,99,97,103,96,0,0,0,0
6,0,114,84,129,129,129,1,1,1,1
6,500,109,98,97,97,97,0,0,0,0
7,0,112,85,131,136,129,1,1,1,1
7,500,111,98,97,97,96,0,0,0,0
8,0,103,86,130,128,129,1,1,1,1
8,500,109,96,103,96,95,0,0,0,0
9,0,111,93,145,144,149,1,1,1,1
9,500,107,98,96,96,96,0,0,0,0
