patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,3,3,5,5,1,1,1,1
0,500,7,5,3,5,3,0,0,0,0
1,0,139,38,66,65,65,1,1,1,1
1,500,62,61,53,53,53,0,0,0,0
2,0,65,42,67,66,66,1,1,1,1
2,500,62,61,53,53,53,0,0,0,0
3,0,65,43,66,66,66,1,1,1,1
3,500,65,58,53,54,53,0,0,0,0
4,0,64,45,66,66,66,1,1,1,1
4,500,66,60,53,54,53,0,0,0,0
5,0,65,45,66,66,66,1,1,1,1
5,500,69,58,53,54,54,0,0,0,0
6,0,73,40,67,66,66,1,1,1,1
6,500,67,60,53,53,53,0,0,0,0
7,0,65,42,66,66,66,1,1,1,1
7,500,65,58,53,53,53,0,0,0,0
8,0,65,42,66,65,66,1,1,1,1
8,500,64,59,53,54,53,0,0,0,0
9,0,64,43,66,66,66,1,1,1,1
9,500,64,58,53,54,54,0,0,0,0
