patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,0.005,0.002,0.008,0.002,0.002,0,0,0,0
0,500,0.002,0.002,0.001,0.001,0.002,0,0,0,0
1,0,0.283,0.101,0.089,0.083,0.082,0,0,0,0
1,500,0.139,0.148,0.103,0.098,0.098,0,0,0,0
2,0,0.141,0.115,0.114,0.089,0.086,0,0,0,0
2,500,0.146,0.143,0.108,0.09,0.091,0,0,0,0
3,0,0.133,0.112,0.097,0.087,0.087,0,0,0,0
3,500,0.116,0.134,0.111,0.09,0.09,0,0,0,0
4,0,0.113,0.134,0.099,0.086,0.086,0,0,0,0
4,500,0.124,0.121,0.11,0.091,0.09,0,0,0,0
5,0,0.132,0.12,0.1,0.079,0.079,0,0,0,0
5,500,0.143,0.12,0.105,0.102,0.09,0,0,0,0
6,0,0.133,0.108,0.1,0.088,0.092,0,0,0,0
6,500,0.128,0.122,0.11,0.091,0.101,0,0,0,0
7,0,0.145,0.133,0.098,0.081,0.08,0,0,0,0
7,500,0.129,0.142,0.11,0.099,0.098,0,0,0,0
8,0,0.122,0.122,0.113,0.081,0.08,0,0,0,0
8,500,0.131,0.154,0.12,0.09,0.089,0,0,0,0
9,0,0.139,0.122,0.1,0.08,0.08,0,0,0,0
9,500,0.14,0.141,0.1,0.09,0.102,0,0,0,0
10,0,0.132,0.119,0.1,0.087,0.087,0,0,0,0
10,500,0.122,0.141,0.109,0.099,0.099,0,0,0,0
11,0,0.122,0.139,0.103,0.08,0.08,0,0,0,0
11,500,0.12,0.14,0.11,0.09,0.089,0,0,0,0
12,0,0.135,0.127,0.1,0.079,0.08,0,0,0,0
12,500,0.127,0.144,0.099,0.09,0.09,0,0,0,0
13,0,0.132,0.129,0.1,0.08,0.079,0,0,0,0
13,500,0.12,0.149,0.109,0.089,0.103,0,0,0,0
14,0,0.136,0.12,0.103,0.079,0.09,0,0,0,0
14,500,0.11,0.14,0.108,0.089,0.101,0,0,0,0
15,0,0.121,0.113,0.11,0.08,0.08,0,0,0,0
15,500,0.128,0.15,0.11,0.091,0.089,0,0,0,0
16,0,0.129,0.112,0.105,0.081,0.08,0,0,0,0
16,500,0.129,0.141,0.099,0.089,0.088,0,0,0,0
17,0,0.132,0.107,0.088,0.08,0.08,0,0,0,0
17,500,0.129,0.129,0.099,0.089,0.089,0,0,0,0
18,0,0.123,0.111,0.1,0.08,0.08,0,0,0,0
18,500,0.128,0.141,0.111,0.089,0.104,0,0,0,0
19,0,0.145,0.111,0.101,0.081,0.079,0,0,0,0
19,500,0.119,0.128,0.1,0.089,0.089,0,0,0,0
20,0,0.128,0.111,0.1,0.079,0.08,0,0,0,0
20,500,0.129,0.15,0.11,0.089,0.103,0,0,0,0
21,0,0.146,0.111,0.099,0.079,0.091,0,0,0,0
21,500,0.12,0.141,0.112,0.09,0.1,0,0,0,0
22,0,0.144,0.107,0.109,0.08,0.08,0,0,0,0
22,500,0.12,0.138,0.099,0.089,0.09,0,0,0,0
23,0,0.121,0.11,0.097,0.08,0.087,0,0,0,0
23,500,0.138,0.141,0.1,0.09,0.101,0,0,0,0
24,0,0.138,0.111,0.097,0.086,0.088,0,0,0,0
24,500,0.123,0.138,0.109,0.099,0.099,0,0,0,0
25,0,0.142,0.111,0.099,0.079,0.079,0,0,0,0
25,500,0.132,0.15,0.102,0.089,0.103,0,0,0,0
26,0,0.143,0.112,0.113,0.079,0.081,0,0,0,0
26,500,0.122,0.144,0.1,0.09,0.105,0,0,0,0
27,0,0.144,0.111,0.087,0.08,0.09,0,0,0,0
27,500,0.131,0.141,0.1,0.098,0.099,0,0,0,0
28,0,0.123,0.11,0.086,0.086,0.088,0,0,0,0
28,500,0.122,0.162,0.099,0.089,0.116,0,0,0,0
29,0,0.132,0.108,0.1,0.081,0.08,0,0,0,0
29,500,0.133,0.14,0.12,0.09,0.102,0,0,0,0
30,0,0.146,0.112,0.1,0.08,0.079,0,0,0,0
30,500,0.131,0.141,0.103,0.09,0.104,0,0,0,0
31,0,0.148,0.114,0.1,0.08,0.08,0,0,0,0
31,500,0.123,0.162,0.101,0.09,0.106,0,0,0,0
32,0,0.133,0.111,0.087,0.081,0.091,0,0,0,0
32,500,0.124,0.129,0.099,0.089,0.1,0,0,0,0
33,0,0.126,0.111,0.086,0.08,0.08,0,0,0,0
33,500,0.127,0.141,0.099,0.089,0.101,0,0,0,0
34,0,0.125,0.111,0.099,0.081,0.079,0,0,0,0
34,500,0.129,0.149,0.111,0.089,0.116,0,0,0,0
35,0,0.13,0.111,0.103,0.079,0.079,0,0,0,0
35,500,0.128,0.159,0.099,0.089,0.114,0,0,0,0
36,0,0.128,0.115,0.1,0.08,0.091,0,0,0,0
36,500,0.122,0.151,0.109,0.09,0.105,0,0,0,0
37,0,0.131,0.111,0.109,0.08,0.091,0,0,0,0
37,500,0.122,0.153,0.099,0.09,0.105,0,0,0,0
38,0,0.137,0.11,0.11,0.081,0.08,0,0,0,0
38,500,0.134,0.139,0.099,0.09,0.102,0,0,0,0
39,0,0.139,0.108,0.1,0.086,0.087,0,0,0,0
39,500,0.126,0.139,0.11,0.089,0.099,0,0,0,0
40,0,0.137,0.107,0.099,0.08,0.088,0,0,0,0
40,500,0.136,0.129,0.111,0.089,0.089,0,0,0,0
41,0,0.132,0.111,0.11,0.079,0.079,0,0,0,0
41,500,0.131,0.129,0.109,0.089,0.1,0,0,0,0
42,0,0.125,0.111,0.099,0.08,0.08,0,0,0,0
42,500,0.131,0.138,0.11,0.09,0.102,0,0,0,0
43,0,0.143,0.108,0.1,0.081,0.08,0.001,0.002,0.002,0.002
43,500,0.13,0.139,0.11,0.089,0.116,0,0,0,0
44,0,0.14,0.112,0.099,0.079,0.09,0.001,0.002,0.002,0.002
44,500,0.121,0.13,0.11,0.089,0.101,0,0,0,0
45,0,0.133,0.112,0.087,0.081,0.086,0.001,0.002,0.002,0.002
45,500,0.138,0.141,0.11,0.09,0.1,0,0,0,0
46,0,0.141,0.11,0.111,0.081,0.081,0.001,0.002,0.002,0.002
46,500,0.122,0.138,0.111,0.089,0.102,0,0,0,0
47,0,0.129,0.11,0.099,0.086,0.086,0.001,0.002,0.002,0.002
47,500,0.123,0.139,0.122,0.09,0.101,0,0,0,0
48,0,0.125,0.083,0.11,0.082,0.083,0.001,0.002,0.002,0.002
