patch,offset,limit,count-ms,lookup-mus,results
0,0,-0.002,0.177,0.174,0
1,0,-0.002,0.175,0.175,0
2,0,-0.002,0.175,0.175,0
3,0,-0.002,0.175,0.176,0
4,0,-0.002,0.33,0.184,0
5,0,-0.002,0.007,0.005,0
6,0,-0.002,0.388,0.196,0
7,0,-0.002,0.199,0.197,0
8,0,-0.002,0.198,0.196,0
9,0,-0.002,0.2,0.183,0
