patch_start,patch_end,offset,limit,count-ms,lookup-mus,results
0,1,0,-2,1015,1839,74
0,2,0,-2,989,1879,68
0,3,0,-2,1023,1907,72
1,3,0,-2,2013,1865,67
0,4,0,-2,1030,1879,66
2,4,0,-2,1994,1850,55
0,5,0,-2,1032,1925,74
2,5,0,-2,1992,1883,72
0,6,0,-2,1033,1908,70
3,6,0,-2,2008,1838,63
0,7,0,-2,1022,1887,70
3,7,0,-2,2005,1860,76
0,8,0,-2,1024,1886,64
4,8,0,-2,2008,1849,63
0,9,0,-2,1020,1908,74
4,9,0,-2,2013,1864,86
