patch,offset,limit,count-ms,lookup-mus,results
0,0,-2,6,96,53
1,0,-2,991,1896,53
2,0,-2,901,1695,44
3,0,-2,916,1715,50
4,0,-2,907,1701,46
5,0,-2,901,1705,45
6,0,-2,904,1702,45
7,0,-2,910,1680,42
8,0,-2,896,1689,44
9,0,-2,894,1681,45
