version,ms
0,0.7692307692307693
1,0.3076923076923077
2,0.6153846153846154
3,0.23076923076923075
4,0.30769230769230765
5,0.38461538461538464
6,0.3076923076923077
7,0.23076923076923073
8,0.3076923076923077
9,0.38461538461538464
10,0.23076923076923073
11,0.38461538461538464
12,0.4615384615384615
13,0.46153846153846145
14,0.3076923076923077
15,0.23076923076923073
16,0.5510204081632654
17,0.23076923076923073
18,0.46153846153846156
19,0.38461538461538464
20,0.38461538461538464
21,0.23076923076923075
22,0.23076923076923073
23,0.38461538461538464
24,0.3076923076923077
25,0.5384615384615384
26,0.15384615384615385
27,0.38461538461538464
28,0.38461538461538464
29,0.3076923076923077
30,0.07692307692307696
31,0.4615384615384615
32,0.5384615384615384
33,0.07692307692307696
34,0.4615384615384615
35,0.07692307692307694
36,0.30769230769230765
37,0.6153846153846154
38,0.23076923076923073
39,0.38461538461538464
40,0.38461538461538464
41,0.3076923076923077
42,0.15384615384615385
43,0.3076923076923077
44,0.23076923076923075
45,0.46153846153846156
46,0.15384615384615385
47,0.4615384615384615
48,0.23076923076923073
49,0.23076923076923073
50,0.23076923076923075
51,0.3076923076923077
52,0.38461538461538464
53,0.38461538461538464
54,0.23076923076923073
55,0.3076923076923077
56,0.23076923076923073
57,0.46153846153846156
58,0.07692307692307696
59,0.23076923076923073
60,0.38461538461538464
61,0.38461538461538464
62,0.15384615384615385
63,0.46153846153846156
64,0.38461538461538464
65,0.3076923076923077
66,0.3076923076923077
67,0.23076923076923075
68,0.23076923076923073
69,0.46153846153846156
70,0.23076923076923073
71,0.23076923076923073
72,0.23076923076923075
73,0.38461538461538464
74,0.3076923076923077
75,0.38461538461538464
76,0.23076923076923073
77,0.38461538461538464
78,0
79,0.5306122448979591
80,0.23076923076923073
81,0.23076923076923073
82,0.30769230769230765
83,0.07692307692307693
84,0.38461538461538464
85,0.38461538461538464
86,0.30769230769230765
87,0.23076923076923075
