version,ms
0,0.07503305
1,0.0736171
2,0.07415725000000001
3,0.07300795
4,0.0712977
5,0.07240714999999999
6,0.07103135000000001
7,0.0723219
8,0.07294524999999999
9,0.07232735
10,0.07260029999999999
11,0.072041
12,0.0716376
13,0.0740464
14,0.07494275
15,0.07657860000000001
16,0.0756279
17,0.07579975
18,0.0749356
19,0.0773829
20,0.0765322
21,0.0757926
22,0.07600710000000001
23,0.07838800000000001
24,0.07819775000000001
25,0.0792772
26,0.0804231
27,0.07998035
28,0.08086955
29,0.0792191
30,0.08102135
31,0.07967010000000001
32,0.07992645
33,0.08064505
34,0.0810832
35,0.08078805
36,0.0822889
37,0.08286125000000001
38,0.08330225
39,0.0847738
40,0.08547864999999999
41,0.0858821
42,0.0849256
43,0.08427464999999999
44,0.0876066
45,0.0864778
46,0.08619485
47,0.0867872
48,0.0883558
49,0.08892055
50,0.08689545
51,0.088643
52,0.08814505
53,0.08865555
54,0.0874168
55,0.08696695
56,0.08796325
57,0.08713045
58,0.0882404
59,0.088592
60,0.0883148
61,0.08927925
62,0.08997865
63,0.0906396
64,0.08978635
65,0.08961455
66,0.0895351
67,0.09063045
68,0.09099375
69,0.0893499
70,0.0874661
71,0.0883963
72,0.0892362
73,0.08833445
74,0.09044105
75,0.0888675
76,0.08873705
77,0.08861200000000001
78,0.0887174
79,0.08975925
80,0.0905991
81,0.0903499
82,0.08961285000000001
83,0.0894231
84,0.09107945
85,0.09102255
86,0.09089425
87,0.08905355
