##ver, min, mean, max, stddev, count, total
0 0.0 0.23076923076923073 3.0 0.8320502943378436 13 3.0
1 0.0 0.23076923076923073 3.0 0.8320502943378436 13 3.0
2 0.0 0.23076923076923073 2.0 0.599144689515278 13 3.0
3 0.0 0.3076923076923077 1.0 0.48038446141526137 13 4.0
4 0.0 0.3076923076923077 1.0 0.48038446141526137 13 4.0
5 0.0 0.15384615384615385 1.0 0.3755338080994054 13 2.0
6 0.0 0.15384615384615385 1.0 0.3755338080994053 13 2.0
7 0.0 0.38461538461538464 2.0 0.650443635587991 13 5.0
8 0.0 0.3076923076923077 2.0 0.6304251719561152 13 4.0
9 0.0 0.23076923076923073 1.0 0.43852900965351466 13 3.0
10 0.0 0.23076923076923075 1.0 0.4385290096535146 13 3.0
11 0.0 0.46153846153846145 2.0 0.6602252917735247 13 6.0
12 0.0 0.4615384615384615 2.0 0.6602252917735248 13 6.0
13 0.0 0.5384615384615385 3.0 0.8770580193070292 13 7.0
14 0.0 0.6923076923076923 3.0 0.8548504142651102 13 9.0
15 0.0 0.30769230769230776 3.0 0.8548504142651104 13 4.0
16 0.0 0.923076923076923 3.0 0.7595545253127501 13 12.0
17 0.0 0.38461538461538464 2.0 0.650443635587991 13 5.0
18 0.0 0.6923076923076923 1.0 0.48038446141526137 13 9.0
19 0.0 0.5384615384615385 3.0 0.8770580193070292 13 7.0
20 0.0 0.7692307692307693 2.0 0.5991446895152781 13 10.0
21 0.0 0.5384615384615385 2.0 0.6602252917735246 13 7.0
22 0.0 0.7692307692307693 2.0 0.5991446895152781 13 10.0
23 0.0 0.6923076923076923 2.0 0.6304251719561152 13 9.0
24 0.0 0.923076923076923 4.0 1.0377490433255419 13 12.0
25 0.0 0.6153846153846154 2.0 0.6504436355879909 13 8.0
26 0.0 0.6923076923076923 2.0 0.7510676161988108 13 9.0
27 0.0 0.8461538461538461 2.0 0.5547001962252291 13 11.0
28 0.0 0.8461538461538461 2.0 0.5547001962252291 13 11.0
29 0.0 0.6923076923076923 3.0 0.8548504142651101 13 9.0
30 0.0 0.8461538461538461 2.0 0.6887372317211946 13 11.0
31 0.0 1.0769230769230769 2.0 0.49354811679282456 13 14.0
32 0.0 1.1538461538461537 3.0 0.6887372317211946 13 15.0
33 0.0 0.9230769230769231 2.0 0.6405126152203486 13 12.0
34 0.0 1.0 3.0 0.816496580927726 13 13.0
35 0.0 1.0 3.0 0.816496580927726 13 13.0
36 0.0 1.1538461538461537 3.0 0.9870962335856489 13 15.0
37 0.0 1.2307692307692308 3.0 0.7250110520819841 13 16.0
38 1.0 1.3076923076923077 3.0 0.630425171956115 13 17.0
39 1.0 1.3076923076923077 3.0 0.630425171956115 13 17.0
40 1.0 1.3076923076923077 3.0 0.630425171956115 13 17.0
41 1.0 1.3076923076923077 3.0 0.630425171956115 13 17.0
42 1.0 1.3846153846153846 3.0 0.7679476477883046 13 18.0
43 1.0 6.153846153846154 64.0 17.401370414645292 13 80.0
44 1.0 1.3076923076923077 3.0 0.630425171956115 13 17.0
45 1.0 1.3846153846153846 4.0 0.8697184926229038 13 18.0
46 1.0 1.3076923076923077 3.0 0.630425171956115 13 17.0
47 1.0 1.4615384615384615 3.0 0.6602252917735247 13 19.0
48 1.0 1.3846153846153846 4.0 0.8697184926229038 13 18.0
49 1.0 1.3846153846153846 4.0 0.8697184926229038 13 18.0
50 1.0 1.5384615384615385 6.0 1.3913653136029507 13 20.0
51 1.0 1.5384615384615385 5.0 1.1982893790305564 13 20.0
52 1.0 1.3846153846153846 3.0 0.650443635587991 13 18.0
