<version>,<mean_time>,<total>
0,0.00130769,0.017
1,0.00507692,0.066
2,0.00738462,0.096
3,0.00946154,0.123
4,0.0111538,0.145
5,0.0154615,0.201
6,0.0151538,0.197
7,0.0172308,0.224
8,0.0220769,0.287
9,0.0241538,0.314
10,0.0270769,0.352
11,0.0260769,0.339
12,0.0286923,0.373
13,0.0336923,0.438
14,0.0422308,0.549
15,0.0406154,0.528
16,0.0454615,0.591
17,0.0500769,0.651
18,0.0538462,0.7
19,0.0538462,0.7
20,0.0631538,0.821
21,0.067,0.871
22,0.0685385,0.891
23,0.0780769,1.015
24,0.0723077,0.94
25,0.0781538,1.016
26,0.0868462,1.129
27,0.0884615,1.15
28,0.0908462,1.181
29,0.0982308,1.277
30,0.0998462,1.298
31,0.104846,1.363
32,0.117538,1.528
33,0.129923,1.689
34,0.123308,1.603
35,0.126308,1.642
36,0.139615,1.815
37,0.142615,1.854
38,0.139692,1.816
39,0.147615,1.919
40,0.155538,2.022
41,0.151,1.963
42,0.155077,2.016
43,0.158538,2.061
44,0.175692,2.284
45,0.172,2.236
46,0.179385,2.332
47,0.179769,2.337
48,0.187692,2.44
49,0.198308,2.578
50,0.201462,2.619
51,0.198769,2.584
52,0.204231,2.655
53,0.217769,2.831
54,0.216923,2.82
55,0.227615,2.959
56,0.229231,2.98
57,0.228692,2.973
58,0.234615,3.05
59,0.235769,3.065
60,0.236923,3.08
61,0.243846,3.17
62,0.244846,3.183
63,0.256615,3.336
64,0.256692,3.337
65,0.258923,3.366
66,0.266,3.458
67,0.268462,3.49
68,0.279,3.627
69,0.285846,3.716
70,0.290692,3.779
71,0.292846,3.807
72,0.289769,3.767
73,0.294077,3.823
74,0.299385,3.892
75,0.311692,4.052
76,0.327077,4.252
77,0.332615,4.324
78,0.334077,4.343
79,0.339615,4.415
80,0.341385,4.438
81,0.348846,4.535
82,0.347154,4.513
83,0.355231,4.618
84,0.359,4.667
85,0.366769,4.768
86,0.375154,4.877
87,0.376308,4.892
