<version>,<mean_time>,<total>
0,0.000632653,0.031
1,0.00285714,0.14
2,0.00516327,0.253
3,0.00569388,0.279
4,0.00712245,0.349
5,0.00804082,0.394
6,0.00918367,0.45
7,0.00942857,0.462
8,0.0111633,0.547
9,0.0118776,0.582
10,0.0135102,0.662
11,0.0130204,0.638
12,0.0147551,0.723
13,0.0159592,0.782
14,0.0357347,1.751
15,0.0413265,2.025
16,0.0480612,2.355
17,0.0537347,2.633
18,0.0573673,2.811
19,0.066551,3.261
20,0.0743878,3.645
21,0.0747143,3.661
22,0.0752653,3.688
23,0.0804694,3.943
24,0.0883265,4.328
25,0.0924694,4.531
26,0.0985102,4.827
27,0.102184,5.007
28,0.107673,5.276
29,0.116265,5.697
30,0.118939,5.828
31,0.12502,6.126
32,0.126857,6.216
33,0.135531,6.641
34,0.141571,6.937
35,0.140776,6.898
36,0.152551,7.475
37,0.155469,7.618
38,0.160918,7.885
39,0.167367,8.201
40,0.17051,8.355
41,0.176,8.624
42,0.18149,8.893
43,0.185327,9.081
44,0.18751,9.188
45,0.201694,9.883
46,0.211082,10.343
47,0.210959,10.337
48,0.213755,10.474
49,0.217673,10.666
50,0.221939,10.875
51,0.227898,11.167
52,0.233776,11.455
53,0.238347,11.679
54,0.239653,11.743
55,0.239755,11.748
56,0.242714,11.893
57,0.247531,12.129
58,0.248367,12.17
59,0.248327,12.168
60,0.255755,12.532
61,0.260449,12.762
62,0.260449,12.762
63,0.272041,13.33
64,0.270163,13.238
65,0.268245,13.144
66,0.27349,13.401
67,0.275,13.475
68,0.282816,13.858
69,0.282388,13.837
70,0.28551,13.99
71,0.296122,14.51
72,0.296306,14.519
73,0.295531,14.481
74,0.294673,14.439
75,0.302633,14.829
76,0.301082,14.753
77,0.304837,14.937
78,0.305898,14.989
79,0.31102,15.24
80,0.313102,15.342
81,0.316408,15.504
82,0.316796,15.523
83,0.32549,15.949
84,0.328469,16.095
85,0.329306,16.136
86,0.332327,16.284
87,0.335327,16.431
