<version>,<mean_time>,<total>
0,0.039,0.507
1,0.0350769,0.456
2,0.0450769,0.586
3,0.0503077,0.654
4,0.05,0.65
5,0.0487692,0.634
6,0.0492308,0.64
7,0.0666154,0.866
8,0.0646154,0.84
9,0.0750769,0.976
10,0.0774615,1.007
11,0.0856923,1.114
12,0.0826154,1.074
13,0.0924615,1.202
14,0.093,1.209
15,0.0988462,1.285
16,0.101615,1.321
17,0.111,1.443
18,0.0984615,1.28
19,0.113308,1.473
20,0.119538,1.554
21,0.121077,1.574
22,0.116385,1.513
23,0.125077,1.626
24,0.141769,1.843
25,0.145538,1.892
26,0.132692,1.725
27,0.147923,1.923
28,0.159308,2.071
29,0.176692,2.297
30,0.166692,2.167
31,0.169231,2.2
32,0.188385,2.449
33,0.204385,2.657
34,0.202769,2.636
35,0.205231,2.668
36,0.221231,2.876
37,0.227923,2.963
38,0.207692,2.7
39,0.224231,2.915
40,0.231769,3.013
41,0.239077,3.108
42,0.239077,3.108
43,0.246692,3.207
44,0.261154,3.395
45,0.274923,3.574
46,0.273846,3.56
47,0.284462,3.698
48,0.277769,3.611
49,0.272231,3.539
50,0.286,3.718
51,0.287231,3.734
52,0.292615,3.804
53,0.297615,3.869
54,0.309231,4.02
55,0.317769,4.131
56,0.320154,4.162
57,0.325923,4.237
58,0.324308,4.216
59,0.332692,4.325
60,0.344231,4.475
61,0.344462,4.478
62,0.348615,4.532
63,0.352385,4.581
64,0.359846,4.678
65,0.363769,4.729
66,0.371538,4.83
67,0.376077,4.889
68,0.376923,4.9
69,0.383231,4.982
70,0.393,5.109
71,0.394769,5.132
72,0.403154,5.241
73,0.406462,5.284
74,0.411615,5.351
75,0.403,5.239
76,0.393615,5.117
77,0.401923,5.225
78,0.409154,5.319
79,0.407385,5.296
80,0.409462,5.323
81,0.421077,5.474
82,0.425692,5.534
83,0.438538,5.701
84,0.428385,5.569
85,0.435077,5.656
86,0.437615,5.689
87,0.442,5.746
