version,added,durationms,rate,accsize,durationmin,accsizegb
00,360,16,22,25486,0.000266667,2.37357e-05
01,168,40,4,12345654,0.000666667,0.0114978
02,113,85,1,12346523,0.00141667,0.0114986
03,41,103,0,12346731,0.00171667,0.0114988
04,34,127,0,12346877,0.00211667,0.0114989
05,37,153,0,12347130,0.00255,0.0114992
06,47,127,0,12347333,0.00211667,0.0114993
07,47,120,0,12347487,0.002,0.0114995
08,29,132,0,12347630,0.0022,0.0114996
09,41,150,0,12347863,0.0025,0.0114998
010,25,158,0,12347973,0.00263333,0.0114999
011,25,163,0,12348062,0.00271667,0.0115
012,31,137,0,12348226,0.00228333,0.0115002
013,1650,252,6,12373328,0.0042,0.0115236
014,1225,818,1,12212270,0.0136333,0.0113736
015,1469,1274,1,12234844,0.0212333,0.0113946
016,1433,1602,0,12492641,0.0267,0.0116347
017,1058,1914,0,12499935,0.0319,0.0116415
018,1364,2188,0,12577800,0.0364667,0.011714
019,1311,2389,0,12584588,0.0398167,0.0117203
020,1062,2692,0,12589966,0.0448667,0.0117253
021,25,2894,0,12590704,0.0482333,0.011726
022,1483,2806,0,12601673,0.0467667,0.0117362
023,1573,3115,0,12612778,0.0519167,0.0117466
024,1230,3525,0,12619135,0.05875,0.0117525
025,1323,3705,0,12631811,0.06175,0.0117643
026,1513,3968,0,12646758,0.0661333,0.0117782
027,1531,4380,0,13016893,0.073,0.0121229
028,1717,4650,0,12885698,0.0775,0.0120007
029,1453,4998,0,13159860,0.0833,0.0122561
030,1637,5224,0,13172286,0.0870667,0.0122676
031,1282,5598,0,13181355,0.0933,0.0122761
032,1474,5989,0,13196453,0.0998167,0.0122902
033,1273,6341,0,13210180,0.105683,0.0123029
034,1221,6572,0,13221277,0.109533,0.0123133
035,1398,6848,0,13230556,0.114133,0.0123219
036,1137,7061,0,13241954,0.117683,0.0123325
037,1315,7148,0,13255171,0.119133,0.0123448
038,1505,7382,0,13807828,0.123033,0.0128595
039,1517,7834,0,13825529,0.130567,0.012876
040,1271,8138,0,13834659,0.135633,0.0128845
041,1304,8437,0,13844331,0.140617,0.0128935
042,1248,8710,0,13853536,0.145167,0.0129021
043,1132,8888,0,13864659,0.148133,0.0129125
044,1199,9182,0,13886664,0.153033,0.012933
045,1193,9443,0,13897774,0.157383,0.0129433
046,1083,9732,0,13907792,0.1622,0.0129526
047,1123,10038,0,13917968,0.1673,0.0129621
048,1028,10323,0,13927290,0.17205,0.0129708
049,1116,10637,0,13938847,0.177283,0.0129816
050,1033,10897,0,14758896,0.181617,0.0137453
051,964,11177,0,14767617,0.186283,0.0137534
052,1134,11523,0,14777414,0.19205,0.0137625
053,1010,11875,0,14787072,0.197917,0.0137715
054,1030,12161,0,15192225,0.202683,0.0141489
055,1035,12391,0,15202318,0.206517,0.0141583
056,974,12666,0,15211607,0.2111,0.0141669
057,716,12882,0,15218825,0.2147,0.0141736
058,125,12966,0,15223973,0.2161,0.0141784
059,1401,13107,0,15240094,0.21845,0.0141934
060,974,14069,0,15844359,0.234483,0.0147562
061,1021,13460,0,16292178,0.224333,0.0151733
062,1057,13893,0,16302799,0.23155,0.0151832
063,875,14172,0,16312715,0.2362,0.0151924
064,1012,14425,0,16323027,0.240417,0.015202
065,1111,14663,0,16334020,0.244383,0.0152122
066,976,14985,0,16345148,0.24975,0.0152226
067,903,15340,0,18263488,0.255667,0.0170092
068,776,14551,0,18271982,0.242517,0.0170171
069,820,14457,0,18282112,0.24095,0.0170265
070,860,14670,0,18291231,0.2445,0.017035
071,771,15345,0,18299690,0.25575,0.0170429
072,813,15137,0,18308091,0.252283,0.0170507
073,881,15283,0,18316826,0.254717,0.0170589
074,1021,15575,0,18327370,0.259583,0.0170687
075,971,15683,0,18336119,0.261383,0.0170768
076,900,15994,0,18344259,0.266567,0.0170844
077,839,16286,0,18352444,0.271433,0.017092
078,820,16344,0,18360322,0.2724,0.0170994
079,958,17188,0,18370304,0.286467,0.0171087
080,808,18427,0,21867533,0.307117,0.0203657
081,859,17524,0,21876605,0.292067,0.0203742
082,833,17713,0,21887565,0.295217,0.0203844
083,837,17260,0,21896884,0.287667,0.0203931
084,751,17515,0,21904429,0.291917,0.0204001
085,773,17579,0,21913013,0.292983,0.0204081
086,742,17820,0,21921416,0.297,0.0204159
087,781,17972,0,21929679,0.299533,0.0204236
088,0,18032,0,21934719,0.300533,0.0204283
