patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,15,11,8,13,1,1,1,1
0,500,10,11,14,11,13,0,0,0,0
1,0,9239,134,140,138,140,1,1,1,1
1,500,142,205,203,204,205,0,0,0,0
2,0,158,188,279,278,278,1,1,1,1
2,500,154,205,191,191,191,0,0,0,0
3,0,150,176,261,261,261,1,1,1,1
3,500,144,192,191,191,181,0,0,0,0
4,0,140,166,249,246,246,1,1,1,1
4,500,136,182,181,180,180,0,0,0,0
5,0,140,167,234,233,235,1,1,1,1
5,500,130,177,175,174,175,0,0,0,0
6,0,138,165,243,244,230,1,1,1,1
6,500,128,170,172,170,169,0,0,0,0
7,0,130,157,232,228,229,1,1,1,1
7,500,128,175,163,161,161,0,0,0,0
8,0,125,149,218,216,217,1,1,1,1
8,500,120,162,162,161,160,0,0,0,0
9,0,124,150,207,206,206,1,1,1,1
9,500,115,154,154,153,153,0,0,0,0
