patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,11,8,10,5,1,1,1,1
0,500,12,8,5,7,7,0,0,0,0
1,0,108,90,133,135,132,1,1,1,1
1,500,106,98,98,98,98,0,0,0,0
2,0,107,88,133,133,133,1,1,1,1
2,500,104,88,88,88,87,0,0,0,0
3,0,109,80,121,119,119,1,1,1,1
3,500,112,89,88,88,88,0,0,0,0
4,0,110,80,121,121,120,1,1,1,1
4,500,109,88,88,88,88,0,0,0,0
5,0,111,80,122,119,119,1,1,1,1
5,500,110,88,87,87,88,0,0,0,0
6,0,110,80,121,120,120,1,1,1,1
6,500,109,88,88,87,87,0,0,0,0
7,0,109,81,121,120,119,1,1,1,1
7,500,110,88,87,87,87,0,0,0,0
8,0,107,80,120,121,120,1,1,1,1
8,500,108,88,88,87,87,0,0,0,0
9,0,105,81,121,120,119,1,1,1,1
9,500,110,88,87,87,87,0,0,0,0
