patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,12,17,14,15,14,1,1,1,1
0,500,9,16,15,14,15,0,0,0,0
1,0,9780,208,237,235,237,1,1,1,1
1,500,122,170,168,167,169,0,0,0,0
2,0,126,163,240,238,220,1,1,1,1
2,500,112,155,154,155,153,0,0,0,0
3,0,113,150,222,222,219,1,1,1,1
3,500,110,155,154,151,143,0,0,0,0
4,0,107,140,206,206,204,1,1,1,1
4,500,103,145,145,146,144,0,0,0,0
5,0,107,142,203,202,190,1,1,1,1
5,500,96,136,134,136,134,0,0,0,0
6,0,99,130,192,191,192,1,1,1,1
6,500,97,136,136,135,137,0,0,0,0
7,0,99,124,180,179,178,1,1,1,1
7,500,92,129,127,126,127,0,0,0,0
8,0,96,124,180,180,179,1,1,1,1
8,500,92,128,129,120,120,0,0,0,0
9,0,90,116,170,171,169,1,1,1,1
9,500,86,120,119,119,121,0,0,0,0
