patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,5,4,4,5,1,1,1,1
0,500,4,4,4,4,4,0,0,0,0
1,0,25711,317,270,267,269,1,1,1,1
1,500,171,204,203,201,201,0,0,0,0
2,0,169,176,269,264,264,1,1,1,1
2,500,166,188,187,187,189,0,0,0,0
3,0,160,163,247,249,247,1,1,1,1
3,500,157,188,184,174,174,0,0,0,0
4,0,147,152,231,229,229,1,1,1,1
4,500,147,175,174,174,174,0,0,0,0
5,0,148,148,217,216,218,1,1,1,1
5,500,138,165,164,163,165,0,0,0,0
6,0,140,155,235,231,217,1,1,1,1
6,500,142,174,166,166,164,0,0,0,0
7,0,144,154,235,233,222,1,1,1,1
7,500,141,179,170,165,165,0,0,0,0
8,0,135,142,223,217,215,1,1,1,1
8,500,132,164,162,160,164,0,0,0,0
9,0,131,141,196,193,191,1,1,1,1
9,500,124,155,152,152,151,0,0,0,0
