patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,3,3,3,6,1,1,1,1
0,500,2,3,3,4,2,0,0,0,0
1,0,76,85,90,88,90,1,1,1,1
1,500,87,63,61,61,61,0,0,0,0
2,0,87,62,89,88,88,1,1,1,1
2,500,87,62,61,61,61,0,0,0,0
3,0,86,61,88,88,88,1,1,1,1
3,500,87,62,62,61,61,0,0,0,0
4,0,86,61,89,88,88,1,1,1,1
4,500,86,65,62,62,62,0,0,0,0
5,0,90,67,95,94,94,1,1,1,1
5,500,90,70,67,66,66,0,0,0,0
6,0,91,68,96,94,94,1,1,1,1
6,500,90,68,65,65,65,0,0,0,0
7,0,91,69,96,94,94,1,1,1,1
7,500,91,68,66,66,66,0,0,0,0
8,0,91,67,97,95,93,1,1,1,1
8,500,93,68,68,67,66,0,0,0,0
9,0,92,68,97,94,94,1,1,1,1
9,500,90,65,63,63,63,0,0,0,0
