patch_start,patch_end,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,1,0,113,69,67,67,68,0,0,0,0
0,1,500,115,93,91,91,92,0,0,0,0
0,2,0,115,67,66,67,66,0,0,0,0
0,2,500,115,92,90,89,90,0,0,0,0
0,3,0,116,68,70,68,65,0,0,0,0
0,3,500,114,95,91,90,90,0,0,0,0
1,3,0,188,67,65,65,65,0,0,0,0
1,3,500,197,104,101,102,103,0,0,0,0
0,4,0,114,75,72,72,72,0,0,0,0
0,4,500,112,94,93,91,91,0,0,0,0
2,4,0,187,68,67,66,66,0,0,0,0
2,4,500,191,92,90,90,90,0,0,0,0
0,5,0,115,68,66,67,68,0,0,0,0
0,5,500,114,93,92,92,92,0,0,0,0
2,5,0,192,67,73,66,66,0,0,0,0
2,5,500,187,94,92,92,92,0,0,0,0
0,6,0,116,69,68,68,68,0,0,0,0
0,6,500,115,93,92,92,94,0,0,0,0
3,6,0,190,67,66,66,66,0,0,0,0
3,6,500,186,94,94,93,92,0,0,0,0
0,7,0,118,76,75,75,75,0,0,0,0
0,7,500,113,95,93,93,93,0,0,0,0
3,7,0,188,67,66,65,66,0,0,0,0
3,7,500,185,93,92,92,92,0,0,0,0
0,8,0,115,76,79,75,75,0,0,0,0
0,8,500,113,94,93,93,93,0,0,0,0
4,8,0,192,68,66,66,66,0,0,0,0
4,8,500,187,113,93,93,93,0,0,0,0
0,9,0,114,75,75,75,75,0,0,0,0
0,9,500,115,103,104,102,102,0,0,0,0
4,9,0,199,74,73,72,73,0,0,0,0
4,9,500,186,94,93,92,92,0,0,0,0
