patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,6,4,4,5,1,1,1,1
0,500,4,4,5,7,4,0,0,0,0
1,0,11458,192,221,251,399,1,1,1,1
1,500,170,128,122,121,122,0,0,0,0
2,0,129,101,158,156,154,1,1,1,1
2,500,138,126,124,132,124,0,0,0,0
3,0,138,101,161,160,157,1,1,1,1
3,500,139,125,124,124,124,0,0,0,0
4,0,139,101,161,160,160,1,1,1,1
4,500,139,125,122,122,122,0,0,0,0
5,0,140,104,161,160,159,1,1,1,1
5,500,136,125,124,122,122,0,0,0,0
6,0,138,100,159,160,160,1,1,1,1
6,500,139,123,122,121,122,0,0,0,0
7,0,139,102,158,156,155,1,1,1,1
7,500,140,125,123,124,123,0,0,0,0
8,0,138,101,158,158,157,1,1,1,1
8,500,137,124,123,120,120,0,0,0,0
9,0,138,100,157,156,155,1,1,1,1
9,500,137,124,124,123,124,0,0,0,0
