patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,8,8,4,4,1,1,1,1
0,500,7,5,8,5,5,0,0,0,0
1,0,110,102,151,147,146,1,1,1,1
1,500,111,100,97,97,97,0,0,0,0
2,0,120,88,131,128,128,1,1,1,1
2,500,121,99,99,97,97,0,0,0,0
3,0,123,100,150,150,151,1,1,1,1
3,500,117,102,101,99,101,0,0,0,0
4,0,121,91,133,132,132,1,1,1,1
4,500,121,100,104,103,97,0,0,0,0
5,0,122,92,138,137,137,1,1,1,1
5,500,122,99,97,97,97,0,0,0,0
6,0,121,90,136,133,132,1,1,1,1
6,500,120,102,100,101,100,0,0,0,0
7,0,122,87,135,134,133,1,1,1,1
7,500,121,100,97,97,97,0,0,0,0
8,0,120,91,135,134,133,1,1,1,1
8,500,122,110,108,108,109,0,0,0,0
9,0,121,100,149,147,146,1,1,1,1
9,500,118,99,98,98,97,0,0,0,0
