patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,7,8,4,8,4,1,1,1,1
0,500,7,8,4,11,6,0,0,0,0
1,0,20192,269,318,355,359,1,1,1,1
1,500,228,283,282,279,280,0,0,0,0
2,0,229,233,354,354,352,1,1,1,1
2,500,222,264,263,263,244,0,0,0,0
3,0,203,215,329,326,327,1,1,1,1
3,500,204,244,247,233,228,0,0,0,0
4,0,190,200,303,301,303,1,1,1,1
4,500,190,229,231,217,214,0,0,0,0
5,0,178,189,286,284,286,1,1,1,1
5,500,180,214,210,207,198,0,0,0,0
6,0,169,178,274,268,268,1,1,1,1
6,500,173,205,203,203,201,0,0,0,0
7,0,159,168,256,255,253,1,1,1,1
7,500,159,193,195,191,189,0,0,0,0
8,0,161,172,247,241,241,1,1,1,1
8,500,152,184,181,184,181,0,0,0,0
9,0,153,160,243,244,229,1,1,1,1
9,500,145,173,176,172,172,0,0,0,0
