patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,9,4,3,3,7,1,1,1,1
0,500,5,3,3,3,5,0,0,0,0
1,0,5800,157,183,181,236,1,1,1,1
1,500,209,233,229,233,231,0,0,0,0
2,0,214,306,431,430,401,1,1,1,1
2,500,211,228,224,215,211,0,0,0,0
3,0,206,310,400,382,379,1,1,1,1
3,500,198,217,214,212,213,0,0,0,0
4,0,205,279,351,349,348,1,1,1,1
4,500,189,205,202,200,201,0,0,0,0
5,0,191,242,330,330,327,1,1,1,1
5,500,178,195,186,190,189,0,0,0,0
6,0,170,242,315,316,314,1,1,1,1
6,500,159,177,174,175,180,0,0,0,0
7,0,170,235,297,292,293,1,1,1,1
7,500,156,178,177,175,174,0,0,0,0
8,0,160,220,300,282,282,1,1,1,1
8,500,150,167,161,153,152,0,0,0,0
9,0,152,214,285,283,279,1,1,1,1
9,500,142,155,149,147,145,0,0,0,0
