patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,3,15,19,14,1,50,59,59
0,500,8,16,16,18,10,0,0,0,0
1,0,8235,146,13514,4360,4094,1,50,59,59
1,500,1988,1880,1801,1735,1685,0,0,0,0
2,0,1623,120,2644,2726,2595,1,50,55,55
2,500,1345,1305,1070,977,977,0,0,0,0
3,0,1019,75,1735,1859,1838,1,50,53,53
3,500,1021,979,978,978,978,0,0,0,0
4,0,1026,75,1691,1836,1836,1,50,55,55
4,500,1025,980,978,979,979,0,0,0,0
5,0,1041,75,1810,1833,1834,1,50,50,50
5,500,1027,980,979,980,979,0,0,0,0
6,0,1026,75,1767,1833,1831,1,50,52,52
6,500,1026,981,979,979,979,0,0,0,0
7,0,1026,75,1833,1833,1840,1,49,49,49
7,500,1024,980,979,980,979,0,0,0,0
8,0,1024,76,1832,1828,2113,1,47,47,47
8,500,1026,980,978,978,978,0,0,0,0
9,0,1023,471,1845,1843,1843,1,46,46,46
9,500,1023,979,979,979,979,0,0,0,0
