patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,3,16,17,14,1,50,51,51
0,500,7,12,16,14,13,0,0,0,0
1,0,9437,173,9578,3930,3495,1,50,51,51
1,500,1885,1797,1695,1641,1596,0,0,0,0
2,0,1543,117,2574,2449,2339,1,47,47,47
2,500,1304,1275,1013,955,955,0,0,0,0
3,0,992,73,1675,1675,1674,1,45,45,45
3,500,993,957,956,956,956,0,0,0,0
4,0,993,73,1673,1673,1673,1,47,47,47
4,500,1807,959,958,958,958,0,0,0,0
5,0,996,76,1677,1675,1673,1,41,41,41
5,500,994,960,961,960,960,0,0,0,0
6,0,993,73,1677,1687,1674,1,41,41,41
6,500,994,959,958,959,958,0,0,0,0
7,0,994,73,1675,1672,1674,1,45,45,45
7,500,994,957,957,956,957,0,0,0,0
8,0,993,73,1672,1673,1671,1,42,42,42
8,500,991,957,958,964,956,0,0,0,0
9,0,989,73,1667,1665,1667,1,41,41,41
9,500,989,957,956,955,957,0,0,0,0
