patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,3,22,16,13,1,50,59,59
0,500,5,13,20,17,15,0,0,0,0
1,0,7647,80,18617,4481,3993,1,50,63,63
1,500,2141,2018,1934,1840,1776,0,0,0,0
2,0,1753,90,2679,2733,2253,1,50,57,57
2,500,1203,1152,1152,1150,1149,0,0,0,0
3,0,1204,62,1926,1998,1994,1,50,54,54
3,500,1203,1152,1153,1151,1151,0,0,0,0
4,0,1205,60,1984,1993,1992,1,50,51,51
4,500,1204,1154,1153,1152,1152,0,0,0,0
5,0,1207,61,1922,1999,1997,1,50,55,55
5,500,1209,1198,1152,1152,1153,0,0,0,0
6,0,1229,103,2036,2042,2046,1,50,52,52
6,500,1223,1178,1170,1177,1163,0,0,0,0
7,0,1206,92,1888,2020,2016,1,50,57,57
7,500,1206,1152,1152,1153,1151,0,0,0,0
8,0,1217,71,1952,2008,2007,1,50,55,55
8,500,1215,1163,1164,1163,1163,0,0,0,0
9,0,1203,92,2008,2011,2011,1,50,50,50
9,500,1202,1152,1150,1151,1151,0,0,0,0
