patch_start,patch_end,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,1,0,1006,46,1352,1744,1743,1,50,66,66
0,1,500,1010,1744,1741,1742,1742,0,0,0,0
0,2,0,1012,55,1255,1760,1762,1,50,74,74
0,2,500,1018,1769,1768,1766,1767,0,0,0,0
0,3,0,1004,68,1418,1767,1766,1,50,68,68
0,3,500,1011,1774,1773,1773,1970,0,0,0,0
1,3,0,2109,38,1322,1781,1768,1,50,67,67
1,3,500,1977,1775,1787,1783,1771,0,0,0,0
0,4,0,1012,58,1193,1779,1788,1,50,76,76
0,4,500,1006,1796,1802,1794,1794,0,0,0,0
2,4,0,1983,51,1391,1764,1775,1,50,63,63
2,4,500,1982,1788,1777,1768,1780,0,0,0,0
0,5,0,1009,42,1376,1794,1792,1,50,64,64
0,5,500,1019,1798,1795,1791,1791,0,0,0,0
2,5,0,1985,49,994,1775,1778,1,50,88,88
2,5,500,2822,1784,1770,1782,1785,0,0,0,0
0,6,0,1106,70,1481,1982,1975,1,50,70,70
0,6,500,1014,1800,1797,1798,1799,0,0,0,0
3,6,0,1985,63,1358,1777,1767,1,50,65,65
3,6,500,1988,1768,1783,1782,1768,0,0,0,0
0,7,0,1018,33,1189,1795,1798,1,50,76,76
0,7,500,1017,1814,1810,1811,1811,0,0,0,0
3,7,0,1991,64,1106,1767,1767,1,50,82,82
3,7,500,1990,1785,1777,1767,1773,0,0,0,0
0,8,0,1015,72,1359,1806,1804,1,50,68,68
0,8,500,1017,1812,1810,1805,1804,0,0,0,0
4,8,0,1991,28,1201,1768,1774,1,50,71,71
4,8,500,1991,1775,1763,1773,1777,0,0,0,0
0,9,0,1013,47,1410,1802,1795,1,50,64,64
0,9,500,1010,1802,1800,1801,1798,0,0,0,0
4,9,0,1992,28,1033,1774,1771,1,50,93,93
4,9,500,1991,1765,1772,1778,1771,0,0,0,0
