patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,6,3,15,28,16,1,50,69,69
0,500,5,12,25,20,12,0,0,0,0
1,0,5757,128,18287,3864,3594,1,50,73,73
1,500,1738,1669,1626,1572,1294,0,0,0,0
2,0,1233,87,2233,2310,2311,1,50,64,64
2,500,1232,1182,1181,1182,1181,0,0,0,0
3,0,1231,87,2264,2300,2301,1,50,55,55
3,500,1229,1184,1184,1182,1185,0,0,0,0
4,0,1231,87,2106,2301,2301,1,50,58,58
4,500,1232,1183,1183,1182,1183,0,0,0,0
5,0,1235,87,2100,2298,2296,1,50,55,55
5,500,1237,1185,1183,1183,1183,0,0,0,0
6,0,1239,87,2075,2299,2300,1,50,61,61
6,500,1238,1185,1183,1184,1184,0,0,0,0
7,0,1232,87,2070,2297,2296,1,50,58,58
7,500,1231,1183,1184,1182,1183,0,0,0,0
8,0,1232,88,2079,2297,2297,1,50,59,59
8,500,1232,1183,1182,1182,1181,0,0,0,0
9,0,1230,87,2148,2301,2297,1,50,57,57
9,500,1232,1181,1181,1180,1182,0,0,0,0
