patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,4,11,17,16,1,50,61,61
0,500,3,13,17,15,15,0,0,0,0
1,0,18389,338,16175,4791,4234,1,50,61,61
1,500,2160,2036,1942,1857,1794,0,0,0,0
2,0,1663,95,2728,2785,2355,1,50,54,54
2,500,1134,1088,1086,1086,1086,0,0,0,0
3,0,1136,65,1814,2030,2032,1,50,57,57
3,500,1138,1090,1091,1085,1086,0,0,0,0
4,0,1140,65,1839,2035,2034,1,50,56,56
4,500,1138,1088,1089,1087,1086,0,0,0,0
5,0,1138,64,2030,2027,2029,1,48,48,48
5,500,1139,1089,1088,1088,1087,0,0,0,0
6,0,1137,65,2023,2023,2024,1,47,47,47
6,500,1137,1089,1089,1088,1088,0,0,0,0
7,0,1136,64,2028,2028,2027,1,49,49,49
7,500,1138,1089,1088,1088,1088,0,0,0,0
8,0,1135,65,2017,2030,2029,1,50,51,51
8,500,1136,1088,1087,1088,1087,0,0,0,0
9,0,1136,64,1920,2021,2018,1,50,54,54
9,500,1136,1088,1086,1086,1086,0,0,0,0
