patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,5,3,22,20,13,1,50,55,55
0,500,7,12,19,17,14,0,0,0,0
1,0,10731,195,11038,3321,3100,1,50,59,59
1,500,1636,1579,1513,1464,1443,0,0,0,0
2,0,1407,112,2417,2011,1811,1,50,54,54
2,500,1047,997,1018,994,995,0,0,0,0
3,0,1057,80,1808,1809,1807,1,50,50,50
3,500,1052,997,998,999,997,0,0,0,0
4,0,1078,105,1828,1828,1828,1,50,50,50
4,500,1077,1023,1022,1022,1023,0,0,0,0
5,0,1047,78,1796,1790,1783,1,48,48,48
5,500,1054,997,996,995,995,0,0,0,0
6,0,1037,79,1787,1791,1792,1,50,50,50
6,500,1043,997,996,996,996,0,0,0,0
7,0,1144,86,1968,2560,1970,1,50,50,50
7,500,1042,996,995,995,996,0,0,0,0
8,0,1051,78,1769,1788,1787,1,50,53,53
8,500,1050,996,994,995,993,0,0,0,0
9,0,1044,79,1782,1781,1781,1,44,44,44
9,500,1042,993,994,993,994,0,0,0,0
