patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,4,3,25,19,19,1,50,52,52
0,500,5,12,24,15,16,0,0,0,0
1,0,11276,211,22542,4670,3617,1,50,56,56
1,500,1791,1703,1643,1573,1521,0,0,0,0
2,0,1516,142,2638,2516,2407,1,50,50,50
2,500,1265,1062,935,936,936,0,0,0,0
3,0,994,103,1762,1760,1760,1,48,48,48
3,500,994,948,946,947,947,0,0,0,0
4,0,996,104,1764,1763,1762,1,49,49,49
4,500,996,950,949,949,949,0,0,0,0
5,0,984,94,1752,1750,1751,1,42,42,42
5,500,982,939,937,939,938,0,0,0,0
6,0,986,91,1731,1729,1730,1,47,47,47
6,500,982,935,935,935,935,0,0,0,0
7,0,983,91,1713,1742,1731,1,50,52,52
7,500,995,936,934,935,935,0,0,0,0
8,0,982,91,1733,1731,1734,1,46,46,46
8,500,982,936,936,934,936,0,0,0,0
9,0,979,91,1727,1728,1726,1,41,41,41
9,500,978,934,932,940,934,0,0,0,0
