patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,3,3,20,19,16,1,50,57,57
0,500,3,17,18,13,12,0,0,0,0
1,0,6871,206,11464,4552,4032,1,50,57,57
1,500,1929,1824,1761,1687,1616,0,0,0,0
2,0,1543,103,2859,2711,2585,1,45,45,45
2,500,1180,970,972,969,968,0,0,0,0
3,0,1055,103,1946,1941,1939,1,46,46,46
3,500,1053,1008,1007,1007,1006,0,0,0,0
4,0,1076,105,1947,1952,1950,1,42,42,42
4,500,1051,1009,1007,1007,1007,0,0,0,0
5,0,1043,104,1942,1939,1938,1,40,40,40
5,500,1043,1008,1007,1006,1006,0,0,0,0
6,0,1145,114,2730,2144,2137,1,47,47,47
6,500,1052,1008,1006,1007,1007,0,0,0,0
7,0,1029,84,1920,1919,1919,1,46,46,46
7,500,1029,988,987,987,986,0,0,0,0
8,0,1048,104,1946,1936,1935,1,45,45,45
8,500,1049,1007,1005,1006,1006,0,0,0,0
9,0,1057,785,1917,1915,1916,1,43,43,43
9,500,1047,1007,1006,1005,1006,0,0,0,0
